SpatialDimValueCode,HealthAvailVal_nurse,HealthAvailVal_psych,Period,FactValueNumeric_alcohol,suicide_rate,HDI,Health_Expenditure,HomicideRate,cluster
KHM,0.0018435817398885,0.0079112276976245,2002,0.0424311926605504,0.0867844895805856,0.2981455064194008,0.3157894736842105,0.0418107833163784,0
KHM,0.0018435817398885,0.0079112276976245,2001,0.0378440366972477,0.0891585333685043,0.2667617689015692,0.3157894736842105,0.0424211597151576,0
KHM,0.0018435817398885,0.0079112276976245,2000,0.0378440366972477,0.0902136639409127,0.2439372325249643,0.3157894736842105,0.048321464903357,0
KIR,0.0177636088944499,0.0132706383409025,2019,0.0223623853211009,0.4030598786599842,0.536376604850214,0.631578947368421,0.0490335707019328,20
KIR,0.0177636088944499,0.0186300489841805,2018,0.0223623853211009,0.399235030335004,0.5263908701854494,0.631578947368421,0.0500508646998982,20
KIR,0.0177636088944499,0.0239894596274585,2017,0.0229357798165137,0.4155895542073332,0.522111269614836,0.5263157894736843,0.0513733468972533,20
KIR,0.0177636088944499,0.0293488702707364,2016,0.0223623853211009,0.4138749670271696,0.5121255349500713,0.4736842105263157,0.0521871820956256,20
KIR,0.0177636088944499,0.0347082809140144,2015,0.0206422018348623,0.4166446847797415,0.5206847360912982,0.3684210526315789,0.0530010172939979,20
KIR,0.0177636088944499,0.0400676915572924,2014,0.0172018348623853,0.4170403587443947,0.5021398002853067,0.4736842105263157,0.0537131230925737,20
KIR,0.0177636088944499,0.0454271022005704,2013,0.0172018348623853,0.4265365338960697,0.4878744650499286,0.4736842105263157,0.054323499491353,20
KIR,0.0177636088944499,0.0507865128438484,2012,0.0172018348623853,0.4225797942495384,0.4750356633380884,0.4210526315789473,0.0548321464903357,20
KIR,0.0177636088944499,0.0561459234871264,2011,0.0172018348623853,0.4332629912951729,0.4607703281027103,0.4210526315789473,0.0555442522889115,20
KIR,0.0177636088944499,0.0615053341304044,2010,0.0189220183486238,0.430625164864152,0.4621968616262482,0.4210526315789473,0.0566632756866734,20
KIR,0.0177636088944499,0.0668647447736823,2009,0.0194954128440367,0.4345819045106833,0.4564907275320969,0.631578947368421,0.0574771108850457,20
KIR,0.0177636088944499,0.0722241554169603,2008,0.0275229357798165,0.4411764705882354,0.4607703281027103,0.6842105263157894,0.0586978636826042,20
KIR,0.0177636088944499,0.0775835660602383,2007,0.0298165137614678,0.4331310999736218,0.4593437945791725,0.5263157894736843,0.0597151576805696,20
KIR,0.0177636088944499,0.0829429767035163,2006,0.0338302752293578,0.414930097599578,0.4579172610556348,0.5789473684210527,0.0610376398779247,20
KIR,0.0177636088944499,0.0883023873467943,2005,0.0326834862385321,0.4289105776839885,0.463623395149786,0.5789473684210527,0.0626653102746693,20
KIR,0.0177636088944499,0.0936617979900723,2004,0.0338302752293578,0.4219203376417832,0.463623395149786,0.5789473684210527,0.063173957273652,20
KIR,0.0177636088944499,0.0990212086333502,2003,0.0361238532110091,0.4282511210762332,0.4679029957203994,0.5263157894736843,0.0639877924720244,20
KIR,0.0177636088944499,0.1043806192766282,2002,0.0418577981651376,0.4550250593510948,0.4621968616262482,0.5789473684210527,0.0649033570701932,20
KIR,0.0177636088944499,0.1097400299199062,2001,0.0435779816513761,0.4650487997889739,0.4664764621968615,0.5789473684210527,0.0662258392675483,20
KIR,0.0177636088944499,0.1150994405631842,2000,0.0435779816513761,0.4700606700079136,0.4094151212553495,0.4210526315789473,0.0669379450661241,20
KOR,0.0909278474020139,0.1204588512064622,2019,0.4449541284403669,0.2790820364020048,0.9443651925820256,0.3684210526315789,0.0076297049847405,0
KOR,0.0909278474020139,0.1204588512064622,2018,0.4449541284403669,0.2805328409390662,0.9386590584878746,0.3157894736842105,0.0081383519837232,0
KOR,0.0909278474020139,0.1204588512064622,2017,0.4501146788990825,0.254682141915062,0.9343794579172612,0.3157894736842105,0.0076297049847405,0
KOR,0.0909278474020139,0.1204588512064622,2016,0.4604357798165137,0.270245317858085,0.9300998573466478,0.3157894736842105,0.008850457782299,0
KOR,0.0909278474020139,0.1204588512064622,2015,0.4627293577981651,0.279609601688209,0.9243937232524964,0.3157894736842105,0.0104781281790437,0
KOR,0.0909278474020139,0.1204588512064622,2014,0.4793577981651375,0.2957003429174361,0.9215406562054208,0.2631578947368421,0.0105798575788402,0
KOR,0.0909278474020139,0.1204588512064622,2013,0.4931192660550458,0.314428910577684,0.9158345221112696,0.2631578947368421,0.0116988809766022,0
KOR,0.0909278474020139,0.1204588512064622,2012,0.5086009174311926,0.3166710630440518,0.9087018544935808,0.2631578947368421,0.0113936927772126,0
KOR,0.0909278474020139,0.1204588512064622,2011,0.5114678899082569,0.367844895805856,0.905848787446505,0.2631578947368421,0.0118006103763987,0
KOR,0.0909278474020139,0.1204588512064622,2010,0.510894495412844,0.3690319176998154,0.8987161198288159,0.2631578947368421,0.0133265513733469,0
KOR,0.0909278474020139,0.1204588512064622,2009,0.5194954128440367,0.3795832234238988,0.8787446504992867,0.2631578947368421,0.0146490335707019,0
KOR,0.0909278474020139,0.1204588512064622,2008,0.5223623853211008,0.3215510419414403,0.8758915834522111,0.2105263157894736,0.0149542217700915,0
KOR,0.0909278474020139,0.1204588512064622,2007,0.5194954128440367,0.3065154312846215,0.8716119828815977,0.2105263157894736,0.0156663275686673,0
KOR,0.0909278474020139,0.1204588512064622,2006,0.5143348623853211,0.2740701661830652,0.8644793152639086,0.2105263157894736,0.0178026449643947,0
KOR,0.0909278474020139,0.1204588512064622,2005,0.5166284403669724,0.3161434977578475,0.8573466476462196,0.2105263157894736,0.0192268565615462,0
KOR,0.0909278474020139,0.1204588512064622,2004,0.532683486238532,0.3044051701398048,0.8459343794579172,0.1578947368421052,0.0197355035605289,0
KOR,0.0909278474020139,0.1204588512064622,2003,0.5424311926605505,0.2937219730941704,0.8345221112696147,0.1578947368421052,0.0187182095625635,0
KOR,0.0909278474020139,0.1204588512064622,2002,0.5860091743119266,0.2348984436824057,0.8288159771754636,0.1578947368421052,0.0175991861648016,0
KOR,0.0909278474020139,0.1204588512064622,2001,0.5991972477064219,0.19493537325244,0.8159771754636232,0.1578947368421052,0.0173957273652085,0
KOR,0.0909278474020139,0.1204588512064622,2000,0.5991972477064219,0.1833289369559483,0.8045649072753208,0.1578947368421052,0.0185147507629705,0
LBN,0.0209316410539696,0.0251077384298294,2019,0.0670871559633027,0.0364020047480875,0.7132667617689016,0.4210526315789473,0.0422177009155646,0
LBN,0.0209316410539696,0.0251077384298294,2018,0.0670871559633027,0.0333685043524136,0.7189728958630529,0.3684210526315789,0.042115971515768,0
LBN,0.0209316410539696,0.0251077384298294,2017,0.0688073394495412,0.0394355051437615,0.7203994293865906,0.3684210526315789,0.0417090539165818,0
LBN,0.0209316410539696,0.0251077384298294,2016,0.0693807339449541,0.0366657873911896,0.7132667617689016,0.3684210526315789,0.0418107833163784,0
LBN,0.0209316410539696,0.0251077384298294,2015,0.0699541284403669,0.037852809285149,0.7075606276747505,0.3157894736842105,0.0422177009155646,0
LBN,0.0209316410539696,0.0251077384298294,2014,0.0693807339449541,0.0374571353204959,0.7061340941512125,0.3684210526315789,0.04323499491353,0
LBN,0.0209316410539696,0.0251077384298294,2013,0.0705275229357798,0.0396992877868636,0.7075606276747505,0.3157894736842105,0.0433367243133265,0
LBN,0.0209316410539696,0.0251077384298294,2012,0.0739678899082568,0.0394355051437615,0.7089871611982882,0.3157894736842105,0.0416073245167853,0
LBN,0.0209316410539696,0.0251077384298294,2011,0.0797018348623853,0.0403587443946188,0.7061340941512125,0.3684210526315789,0.0399796541200406,0
LBN,0.0209316410539696,0.0251077384298294,2010,0.0831422018348623,0.0400949617515167,0.6975748930099858,0.3157894736842105,0.0393692777212614,0
LBN,0.0209316410539696,0.0251077384298294,2009,0.0837155963302752,0.0400949617515167,0.6861626248216833,0.3157894736842105,0.0390640895218718,0
LBN,0.0209316410539696,0.0251077384298294,2008,0.0819954128440366,0.0396992877868636,0.6747503566333809,0.3684210526315789,0.0412004069175991,0
LBN,0.0209316410539696,0.0251077384298294,2007,0.0825688073394495,0.0394355051437615,0.6619115549215405,0.4210526315789473,0.0412004069175991,0
LBN,0.0209316410539696,0.0251077384298294,2006,0.0837155963302752,0.0352149828541282,0.6433666191155493,0.4210526315789473,0.0408952187182095,0
LBN,0.0209316410539696,0.0251077384298294,2005,0.0877293577981651,0.0381165919282511,0.6419400855920113,0.3684210526315789,0.0410986775178026,0
LBR,0.0426020459098441,0.0007703037495055,2019,0.1628440366972476,0.0972039039831179,0.3209700427960057,0.3684210526315789,0.0982706002034588,0
LBR,0.0426020459098441,0.0007703037495055,2018,0.1628440366972476,0.0978633605908731,0.3195435092724679,0.4736842105263157,0.1005086469989827,0
LBR,0.0426020459098441,0.0007703037495055,2017,0.1645642201834862,0.0997098390925877,0.3152639087018545,0.4736842105263157,0.1014242115971515,0
LBR,0.0426020459098441,0.0007703037495055,2016,0.1645642201834862,0.1005011870218939,0.310984308131241,0.4736842105263157,0.1039674465920651,0
LBR,0.0426020459098441,0.0007703037495055,2015,0.161697247706422,0.1016882089158533,0.3024251069900142,0.4736842105263157,0.109969481180061,0
LBR,0.0426020459098441,0.0007703037495055,2014,0.161697247706422,0.1115800580321815,0.3024251069900142,0.4210526315789473,0.1173957273652085,0
LBR,0.0426020459098441,0.0007703037495055,2013,0.1599770642201834,0.1121076233183856,0.3052781740370898,0.3157894736842105,0.1090539165818921,0
LBR,0.0426020459098441,0.0007703037495055,2012,0.165137614678899,0.1151411237140596,0.2981455064194008,0.3684210526315789,0.1141403865717192,0
LBR,0.0426020459098441,0.0007703037495055,2011,0.1685779816513761,0.1165919282511211,0.2910128388017119,0.4736842105263157,0.1175991861648016,0
LBR,0.0426020459098441,0.0007703037495055,2010,0.1748853211009174,0.1144816671063044,0.2853067047075607,0.4736842105263157,0.1175991861648016,0
LBR,0.0426020459098441,0.0007703037495055,2009,0.1783256880733944,0.113162753890794,0.2796005706134095,0.5789473684210527,0.1207527975584944,0
LBR,0.0426020459098441,0.0007703037495055,2008,0.1846330275229357,0.1136903191769981,0.275320970042796,0.2631578947368421,0.122380467955239,0
LBR,0.0426020459098441,0.0007703037495055,2007,0.1886467889908256,0.1151411237140596,0.268188302425107,0.1578947368421052,0.1261444557477111,0
LBR,0.0426020459098441,0.0007703037495055,2006,0.1932339449541284,0.1114481667106304,0.261055634807418,0.2631578947368421,0.0830111902339776,0
LBR,0.0426020459098441,0.0007703037495055,2005,0.1961009174311926,0.1092060142442627,0.2553495007132668,0.3157894736842105,0.0842319430315361,0
LBR,0.0426020459098441,0.0007703037495055,2004,0.1978211009174312,0.1118438406752835,0.2496433666191155,0.2631578947368421,0.1395727365208545,0
LBR,0.0426020459098441,0.0007703037495055,2003,0.198394495412844,0.1090741229227117,0.2310984308131241,0.1052631578947368,0.1434384537131231,0
LBR,0.0426020459098441,0.0007703037495055,2002,0.2006880733944954,0.11012925349512,0.2653352353780314,0.0526315789473684,0.1498474059003052,0
LBR,0.0426020459098441,0.0007703037495055,2001,0.2047018348623853,0.11012925349512,0.2567760342368046,0.0526315789473684,0.1519837232960325,0
LBR,0.0426020459098441,0.0007703037495055,2000,0.2047018348623853,0.1159324716433658,0.2482168330955777,0.1052631578947368,0.1555442522889115,0
LCA,0.3380210447850596,0.011596194283097,2019,0.5865825688073394,0.0903455552624637,0.6747503566333809,0.1578947368421052,0.2059003051881993,21
LCA,0.3380210447850596,0.011596194283097,2018,0.5865825688073394,0.0931152730150356,0.6904422253922967,0.1578947368421052,0.2073245167853509,21
LCA,0.3380210447850596,0.011596194283097,2017,0.5550458715596329,0.0931152730150356,0.687589158345221,0.1578947368421052,0.2336724313326551,21
LCA,0.3380210447850596,0.011596194283097,2016,0.5389908256880733,0.0877077288314429,0.6904422253922967,0.1578947368421052,0.1983723296032553,21
LCA,0.3380210447850596,0.011596194283097,2015,0.5298165137614679,0.1040622527037721,0.6790299572039943,0.2105263157894736,0.1886063072227874,21
LCA,0.3380210447850596,0.011596194283097,2014,0.5206422018348623,0.1085465576365075,0.6661911554921541,0.2105263157894736,0.1955239064089521,21
LCA,0.3380210447850596,0.011596194283097,2013,0.5286697247706422,0.1014244262727512,0.6604850213980028,0.2105263157894736,0.2038657171922685,21
LCA,0.3380210447850596,0.011596194283097,2012,0.5430045871559633,0.1082827749934054,0.6718972895863052,0.2105263157894736,0.2199389623601221,21
LCA,0.3380210447850596,0.011596194283097,2011,0.5705275229357797,0.0908731205486679,0.680456490727532,0.2105263157894736,0.2350966429298067,21
LCA,0.3380210447850596,0.011596194283097,2010,0.5940366972477064,0.100633078343445,0.6718972895863052,0.2105263157894736,0.2372329603255341,21
LCA,0.3380210447850596,0.011596194283097,2009,0.6267201834862385,0.0925877077288314,0.6747503566333809,0.2105263157894736,0.2306205493387589,21
LCA,0.3380210447850596,0.011596194283097,2008,0.6725917431192661,0.1040622527037721,0.6704707560627675,0.2105263157894736,0.2260427263479145,21
LCA,0.3380210447850596,0.011596194283097,2007,0.716743119266055,0.094302294908995,0.6576319543509271,0.2631578947368421,0.2193285859613428,21
LCA,0.3380210447850596,0.011596194283097,2006,0.7402522935779816,0.1012925349512002,0.6590584878744651,0.2105263157894736,0.2346897253306205,21
LCA,0.3380210447850596,0.011596194283097,2005,0.724197247706422,0.0977314692693221,0.6433666191155493,0.2105263157894736,0.2375381485249237,21
LCA,0.3380210447850596,0.011596194283097,2004,0.7138761467889907,0.0957530994460564,0.6362339514978602,0.2105263157894736,0.2328585961342828,21
LCA,0.3380210447850596,0.011596194283097,2003,0.6754587155963302,0.1015563175943023,0.6291012838801712,0.2105263157894736,0.2304170905391658,21
LCA,0.3380210447850596,0.011596194283097,2002,0.6680045871559632,0.097599577947771,0.62339514978602,0.2105263157894736,0.2303153611393693,21
LCA,0.3380210447850596,0.011596194283097,2001,0.6444954128440367,0.1065681878132419,0.6176890156918687,0.2105263157894736,0.2130213631739573,21
LCA,0.3380210447850596,0.011596194283097,2000,0.6444954128440367,0.1065681878132419,0.6162624821683309,0.2105263157894736,0.1884028484231943,21
LKA,0.021816826510306,0.0106177003310224,2019,0.146788990825688,0.1700079134792931,0.7346647646219687,0.1578947368421052,0.0238046795523906,0
LKA,0.021816826510306,0.0106177003310224,2018,0.146788990825688,0.1746241097335795,0.7332382310984308,0.1578947368421052,0.025940996948118,0
LKA,0.021816826510306,0.0106177003310224,2017,0.1485091743119266,0.1802954365602743,0.7275320970042797,0.1052631578947368,0.0286876907426246,0
LKA,0.021816826510306,0.0106177003310224,2016,0.1508027522935779,0.1868900026378264,0.7203994293865906,0.1578947368421052,0.0298067141403865,0
LKA,0.021816826510306,0.0106177003310224,2015,0.1485091743119266,0.1938802426800316,0.7132667617689016,0.1578947368421052,0.0307222787385554,0
LKA,0.021816826510306,0.0106177003310224,2014,0.1485091743119266,0.1677657610129254,0.7089871611982882,0.1052631578947368,0.0331637843336724,0
LKA,0.021816826510306,0.0106177003310224,2013,0.1519495412844036,0.1975731996834608,0.7018544935805991,0.1578947368421052,0.0366225839267548,0
LKA,0.021816826510306,0.0106177003310224,2012,0.1559633027522936,0.2163017673437088,0.6947218259629101,0.1052631578947368,0.0408952187182095,0
LKA,0.021816826510306,0.0106177003310224,2011,0.1496559633027522,0.2354260089686099,0.6861626248216833,0.1578947368421052,0.0461851475076297,0
