SpatialDimValueCode,Period,FactValueNumeric
COM,2013,0.16
EGY,2013,0.19
IRQ,2013,0.16
SYR,2013,0.19
TON,2013,0.18
BTN,2013,0.28
GIN,2013,0.28
MDV,2013,1.31
DJI,2013,0.44
COD,2013,1.37
SYC,2013,10.96
LUX,2013,11.58
FRA,2013,12.01
AUT,2013,12.2
BLR,2013,12.48
CZE,2013,12.7
COK,2013,13.15
LTU,2013,14.93
EST,2013,17.33
BHR,2013,1.96
MWI,2013,2.03
FSM,2013,1.99
GHA,2013,2.12
UZB,2013,2.13
GMB,2013,2.24
KEN,2013,2.23
LSO,2013,2.2
SLV,2013,2.4
FJI,2013,2.56
HND,2013,2.61
ISR,2013,2.65
TUR,2013,1.39
DEU,2013,11.15
LKA,2013,2.65
IRL,2013,10.92
MNG,2013,10.0
CIV,2013,1.51
CAF,2013,1.48
WSM,2013,1.68
TUV,2013,1.75
VUT,2013,1.65
GTM,2013,1.81
SGP,2013,1.88
ARE,2013,1.88
AUS,2013,9.98
TUN,2013,1.44
AND,2013,10.08
BEL,2013,10.33
LVA,2013,10.43
BGR,2013,10.54
POL,2013,10.48
SVN,2013,10.47
HRV,2013,10.56
HUN,2013,10.93
SVK,2013,10.1
URY,2012,5.43
BEN,2012,5.55
DOM,2012,5.47
BFA,2012,5.49
ALB,2012,4.59
PHL,2012,4.97
CPV,2012,4.76
BIH,2012,4.75
PRY,2012,5.74
GUY,2012,5.69
STP,2012,5.99
SUR,2012,5.78
TTO,2012,5.84
CHN,2012,5.86
KGZ,2012,5.99
TZA,2012,6.1
PAN,2012,6.19
PER,2012,6.23
CMR,2012,6.29
LAO,2012,6.3
CUB,2012,4.34
NAM,2012,4.44
NIC,2012,3.48
COG,2012,4.34
BOL,2012,3.24
ZMB,2012,2.82
LBR,2012,2.88
IND,2012,3.01
NGA,2012,2.97
TKM,2012,3.02
CRI,2012,3.13
GNB,2012,3.1
JAM,2012,3.06
ZWE,2012,3.07
NRU,2012,3.4
COL,2012,4.33
BLZ,2012,6.42
BDI,2012,3.58
PRK,2012,3.57
KAZ,2012,3.65
MLI,2012,3.61
MKD,2012,3.74
ECU,2012,3.87
ARM,2012,3.98
MEX,2012,3.96
NOR,2012,6.29
ISR,2012,2.71
DMA,2012,6.65
KOR,2012,8.87
CYP,2012,8.38
KNA,2012,8.44
ESP,2012,8.46
UKR,2012,8.72
SRB,2012,8.78
USA,2012,8.77
BRB,2012,8.9
MNG,2012,8.92
NLD,2012,8.89
NZL,2012,9.25
CAN,2012,8.25
MNE,2012,9.37
BHS,2012,9.38
GNQ,2012,9.37
FIN,2012,9.39
LCA,2012,9.47
GBR,2012,9.55
DNK,2012,9.62
ROU,2012,9.63
CHE,2012,9.87
ATG,2012,8.32
UGA,2012,8.15
SWZ,2012,6.63
ITA,2012,7.27
JPN,2012,6.55
BWA,2012,6.79
ISL,2012,6.82
THA,2012,6.84
VCT,2012,6.94
VEN,2012,6.86
MUS,2012,7.0
BRA,2012,7.21
MDA,2012,7.2
SWE,2012,7.29
ARG,2012,7.99
MLT,2012,7.38
CHL,2012,7.53
GEO,2012,7.49
ZAF,2012,7.46
AGO,2012,7.72
GAB,2012,7.69
GRC,2012,7.76
GRD,2012,7.77
NIU,2012,7.94
LKA,2012,2.72
AFG,2012,0.003
HND,2012,2.7
SLB,2012,0.66
JOR,2012,0.39
AZE,2012,0.46
MAR,2012,0.45
OMN,2012,0.48
TLS,2012,0.48
TCD,2012,0.6
MDG,2012,0.65
MYS,2012,0.55
NPL,2012,0.72
BRN,2012,0.85
TON,2012,0.35
TJK,2012,0.75
PNG,2012,0.95
RWA,2012,0.87
ERI,2012,1.0
ETH,2012,0.99
MOZ,2012,1.01
QAT,2012,1.04
MMR,2012,1.22
TGO,2012,1.24
DZA,2012,0.45
SYR,2012,0.32
LBN,2012,1.29
YEM,2012,0.036
VNM,2012,2.64
BGD,2012,0.004
KWT,2012,0.0
LBY,2012,0.007
MRT,2012,0.0
PAK,2012,0.047
SAU,2012,0.0
SOM,2012,0.0
SDN,2012,0.028
COM,2012,0.15
SLE,2012,0.29
IDN,2012,0.08
NER,2012,0.12
EGY,2012,0.19
IRN,2012,0.23
IRQ,2012,0.17
BTN,2012,0.29
GIN,2012,0.25
KIR,2012,0.3
SEN,2012,0.28
COD,2012,1.32
DJI,2012,0.45
MDV,2012,1.33
HRV,2012,11.1
IRL,2012,11.13
DEU,2012,11.22
COK,2012,11.74
LUX,2012,11.66
AUT,2012,12.03
FRA,2012,12.1
CZE,2012,12.64
BLR,2012,13.55
LTU,2012,14.88
EST,2012,16.99
BHR,2012,2.01
MWI,2012,2.05
GHA,2012,2.09
FSM,2012,2.11
KEN,2012,2.19
LSO,2012,2.15
GMB,2012,2.34
SLV,2012,2.36
FJI,2012,2.52
HTI,2012,2.55
TUN,2012,1.34
HUN,2012,11.08
KHM,2012,2.57
SVN,2012,10.36
PRT,2012,10.05
TUR,2012,1.42
TUV,2012,1.58
CAF,2012,1.68
WSM,2012,1.7
ARE,2012,1.8
VUT,2012,1.78
GTM,2012,1.93
SGP,2012,1.9
UZB,2012,1.88
CIV,2012,1.43
AUS,2012,10.11
BEL,2012,10.19
AND,2012,10.28
LVA,2012,10.27
BGR,2012,10.4
POL,2012,10.41
RUS,2012,10.35
SYC,2012,10.44
SVK,2012,10.1
PHL,2011,5.12
BFA,2011,5.46
CHN,2011,5.43
BEN,2011,5.38
CUB,2011,4.32
CPV,2011,4.99
ALB,2011,4.78
BIH,2011,4.7
STP,2011,5.46
DOM,2011,5.5
SWZ,2011,5.89
GUY,2011,5.64
SUR,2011,5.58
URY,2011,5.6
TTO,2011,5.82
KGZ,2011,5.98
PRY,2011,5.96
CMR,2011,6.07
PER,2011,6.15
LAO,2011,6.24
NAM,2011,4.19
COL,2011,4.29
NIC,2011,3.41
COG,2011,4.21
BOL,2011,3.29
ISR,2011,2.7
NGA,2011,2.74
ZMB,2011,2.78
IND,2011,2.9
LBR,2011,2.94
TKM,2011,2.93
ZWE,2011,2.87
JAM,2011,2.99
GNB,2011,3.08
CRI,2011,3.37
NRU,2011,4.06
TZA,2011,6.3
PRK,2011,3.57
KAZ,2011,3.69
MKD,2011,3.73
MLI,2011,3.83
ECU,2011,3.88
ARM,2011,4.08
BDI,2011,4.11
MEX,2011,4.07
PAN,2011,6.15
LCA,2011,9.95
BLZ,2011,6.38
CYP,2011,8.99
CAN,2011,8.31
UKR,2011,8.39
KNA,2011,8.48
UGA,2011,8.48
SRB,2011,8.55
ESP,2011,8.59
USA,2011,8.69
BRB,2011,8.76
KOR,2011,8.92
MNE,2011,9.02
GAB,2011,7.96
NLD,2011,9.05
BHS,2011,9.36
GNQ,2011,9.38
NZL,2011,9.41
FIN,2011,9.6
SYC,2011,9.6
ROU,2011,9.75
GBR,2011,9.75
DNK,2011,9.91
GRC,2011,8.02
GEO,2011,7.78
NOR,2011,6.41
BWA,2011,7.07
JPN,2011,6.52
DMA,2011,6.63
THA,2011,6.61
MDA,2011,6.7
ISL,2011,6.82
NIU,2011,6.8
MUS,2011,7.01
VCT,2011,6.98
VEN,2011,7.04
ITA,2011,7.14
GRD,2011,7.75
MLT,2011,7.15
BRA,2011,7.34
MNG,2011,7.3
ZAF,2011,7.34
SWE,2011,7.31
ATG,2011,7.58
CHL,2011,7.64
AGO,2011,7.68
ARG,2011,7.69
HND,2011,2.7
LKA,2011,2.61
VNM,2011,2.5
NPL,2011,0.71
DJI,2011,0.46
MYS,2011,0.54
MAR,2011,0.46
OMN,2011,0.5
SYR,2011,0.53
TCD,2011,0.57
AZE,2011,0.71
BRN,2011,0.7
MDG,2011,0.66
SLB,2011,0.7
DZA,2011,0.41
TJK,2011,0.71
TON,2011,0.67
ETH,2011,0.91
MOZ,2011,0.94
PNG,2011,0.86
RWA,2011,0.87
ERI,2011,1.02
QAT,2011,1.05
MMR,2011,1.1
JOR,2011,0.42
SEN,2011,0.29
TGO,2011,1.24
SDN,2011,0.028
GMB,2011,2.5
AFG,2011,0.006
BGD,2011,0.003
KWT,2011,0.0
LBY,2011,0.007
MRT,2011,0.0
PAK,2011,0.048
SAU,2011,0.0
SOM,2011,0.0
YEM,2011,0.04
KIR,2011,0.3
COM,2011,0.13
IDN,2011,0.076
NER,2011,0.12
EGY,2011,0.2
GIN,2011,0.24
IRN,2011,0.24
IRQ,2011,0.17
SLE,2011,0.25
BTN,2011,0.27
COD,2011,1.23
TLS,2011,0.38
TUN,2011,1.29
HUN,2011,11.07
DEU,2011,11.21
COK,2011,11.35
IRL,2011,11.48
LUX,2011,11.75
AUT,2011,12.03
FRA,2011,12.29
CZE,2011,12.69
LTU,2011,13.92
BLR,2011,14.16
EST,2011,16.07
GTM,2011,2.0
MWI,2011,2.05
BHR,2011,2.13
KEN,2011,2.13
GHA,2011,2.21
LSO,2011,2.22
FSM,2011,2.16
SLV,2011,2.34
KHM,2011,2.36
FJI,2011,2.39
CIV,2011,1.4
HRV,2011,11.24
HTI,2011,2.36
SVN,2011,10.63
CHE,2011,9.96
MDV,2011,1.37
TUV,2011,1.38
TUR,2011,1.45
ARE,2011,1.74
UZB,2011,1.81
VUT,2011,1.76
CAF,2011,1.87
WSM,2011,1.95
SGP,2011,1.89
LBN,2011,1.39
LVA,2011,10.07
BGR,2011,10.23
POL,2011,10.17
SVK,2011,10.19
AUS,2011,10.28
AND,2011,10.44
PRT,2011,10.62
RUS,2011,10.62
BEL,2011,10.17
CHN,2010,4.83
STP,2010,5.0
PHL,2010,4.92
BDI,2010,4.94
COL,2010,4.29
CPV,2010,4.81
BIH,2010,4.66
CUB,2010,4.26
SUR,2010,5.3
ALB,2010,5.09
CMR,2010,5.81
BFA,2010,5.42
DOM,2010,5.55
GUY,2010,5.57
PER,2010,5.68
KGZ,2010,5.83
NIU,2010,5.82
TTO,2010,5.79
LAO,2010,5.93
URY,2010,6.0
NAM,2010,4.06
MEX,2010,4.24
BOL,2010,3.41
ARM,2010,4.1
LBR,2010,3.05
TKM,2010,2.59
HTI,2010,2.72
HND,2010,2.73
IND,2010,2.7
ISR,2010,2.65
ZMB,2010,2.74
MLI,2010,2.75
JAM,2010,2.9
GNB,2010,3.04
NIC,2010,3.31
COG,2010,3.91
PAN,2010,6.11
PRK,2010,3.49
KAZ,2010,3.51
NRU,2010,3.54
CRI,2010,3.68
NGA,2010,3.71
MKD,2010,3.71
ECU,2010,3.8
BEN,2010,3.94
SWZ,2010,6.14
MNE,2010,9.94
PRY,2010,6.06
KOR,2010,8.91
GAB,2010,8.2
CAN,2010,8.34
GRC,2010,8.28
GNQ,2010,8.54
UKR,2010,8.52
UGA,2010,8.57
USA,2010,8.63
BRB,2010,8.67
SRB,2010,8.87
CYP,2010,9.05
GRD,2010,7.85
KNA,2010,9.0
NLD,2010,9.07
ESP,2010,9.11
BHS,2010,9.29
ZWE,2010,2.5
COK,2010,9.85
FIN,2010,9.83
LVA,2010,9.93
GBR,2010,9.91
SYC,2010,8.14
GEO,2010,7.49
MDA,2010,6.1
MNG,2010,6.98
THA,2010,6.29
BLZ,2010,6.4
TZA,2010,6.4
JPN,2010,6.51
NOR,2010,6.57
BWA,2010,6.66
DMA,2010,6.84
ITA,2010,6.78
ISL,2010,6.96
MLT,2010,7.09
CHL,2010,7.41
MUS,2010,7.07
VCT,2010,7.07
ZAF,2010,7.21
ATG,2010,7.35
ARG,2010,7.26
BRA,2010,7.27
SWE,2010,7.33
VEN,2010,7.35
AGO,2010,7.4
GMB,2010,2.6
NZL,2010,9.44
LSO,2010,2.48
SYR,2010,0.71
TCD,2010,0.54
DJI,2010,0.47
JOR,2010,0.45
MYS,2010,0.52
MAR,2010,0.48
NPL,2010,0.54
OMN,2010,0.5
AZE,2010,0.73
MDG,2010,0.74
TJK,2010,0.68
DZA,2010,0.41
ETH,2010,0.84
SLB,2010,0.78
MOZ,2010,0.87
RWA,2010,0.86
ERI,2010,1.04
MMR,2010,0.98
PNG,2010,0.98
TON,2010,0.96
QAT,2010,1.05
BRN,2010,0.46
SEN,2010,0.31
TGO,2010,1.29
YEM,2010,0.038
AFG,2010,0.01
BGD,2010,0.003
KWT,2010,0.0
LBY,2010,0.007
MRT,2010,0.0
PAK,2010,0.044
SAU,2010,0.0
SOM,2010,0.0
SDN,2010,0.028
COM,2010,0.14
KIR,2010,0.33
IDN,2010,0.074
NER,2010,0.11
BTN,2010,0.22
EGY,2010,0.2
GIN,2010,0.22
IRN,2010,0.19
IRQ,2010,0.16
SLE,2010,0.22
TLS,2010,0.23
TUV,2010,1.18
FJI,2010,2.43
TUN,2010,1.29
KHM,2010,1.99
PRT,2010,11.21
HRV,2010,11.31
IRL,2010,11.4
LUX,2010,11.83
AUT,2010,11.9
FRA,2010,12.44
CZE,2010,12.89
LTU,2010,13.24
EST,2010,15.42
GTM,2010,2.04
DEU,2010,11.22
KEN,2010,1.98
MWI,2010,1.96
WSM,2010,2.09
BHR,2010,2.2
GHA,2010,2.27
LKA,2010,2.34
VNM,2010,2.29
SLV,2010,2.37
LBN,2010,1.45
HUN,2010,11.2
BLR,2010,14.33
RUS,2010,10.75
BGR,2010,10.0
AND,2010,10.77
TUR,2010,1.43
VUT,2010,1.46
COD,2010,1.64
ARE,2010,1.71
UZB,2010,1.75
SGP,2010,1.82
CIV,2010,1.95
FSM,2010,1.88
CAF,2010,1.8
CHE,2010,10.05
ROU,2010,10.2
MDV,2010,1.4
AUS,2010,10.48
SVK,2010,10.36
LCA,2010,10.36
SVN,2010,10.49
POL,2010,10.16
DNK,2010,10.2
BEL,2010,10.17
STP,2009,4.67
ARM,2009,4.04
CRI,2009,4.05
CHN,2009,4.22
COL,2009,4.35
CUB,2009,4.3
MEX,2009,4.32
CPV,2009,4.48
NGA,2009,4.72
PHL,2009,4.73
DOM,2009,5.69
BIH,2009,4.77
BDI,2009,5.04
SUR,2009,5.02
ALB,2009,5.12
PER,2009,5.27
BFA,2009,5.46
GUY,2009,5.51
LAO,2009,5.57
CMR,2009,5.65
MKD,2009,3.81
NAM,2009,3.88
TKM,2009,2.34
ECU,2009,3.68
ZMB,2009,2.66
KGZ,2009,5.89
FJI,2009,2.44
BEN,2009,2.54
CIV,2009,2.49
SLV,2009,2.46
ISR,2009,2.61
WSM,2009,2.57
GMB,2009,2.69
LSO,2009,2.67
HND,2009,2.78
COG,2009,3.63
JAM,2009,2.84
NRU,2009,2.93
GNB,2009,3.05
HTI,2009,3.1
LBR,2009,3.11
PRK,2009,3.35
NIC,2009,3.39
BOL,2009,3.47
KAZ,2009,3.52
TTO,2009,5.8
SWE,2009,7.24
PAN,2009,6.04
USA,2009,8.66
MNG,2009,7.73
VEN,2009,7.85
GNQ,2009,8.0
GRD,2009,8.1
GAB,2009,8.34
CAN,2009,8.36
GRC,2009,8.7
UGA,2009,8.7
UKR,2009,8.73
BRB,2009,8.83
CHL,2009,7.51
KOR,2009,9.06
NLD,2009,9.24
CYP,2009,9.39
NZL,2009,9.45
BHS,2009,9.59
KNA,2009,9.67
ESP,2009,9.66
SRB,2009,9.78
BHR,2009,2.26
ATG,2009,7.69
SYC,2009,7.43
MDA,2009,6.0
ITA,2009,6.73
TZA,2009,6.0
URY,2009,6.03
THA,2009,6.11
SWZ,2009,6.24
PRY,2009,6.32
NIU,2009,6.4
JPN,2009,6.51
BLZ,2009,6.61
BWA,2009,6.65
NOR,2009,6.67
GEO,2009,7.38
ARG,2009,7.01
MUS,2009,6.96
ISL,2009,7.07
MLT,2009,7.09
VCT,2009,7.09
AGO,2009,7.18
BRA,2009,7.16
DMA,2009,7.2
ZAF,2009,7.19
IND,2009,2.35
LKA,2009,2.15
AFG,2009,0.018
MOZ,2009,0.82
TCD,2009,0.51
DJI,2009,0.5
JOR,2009,0.48
MYS,2009,0.5
MAR,2009,0.49
OMN,2009,0.51
TJK,2009,0.64
MDG,2009,0.72
ETH,2009,0.79
SLB,2009,0.79
DZA,2009,0.4
SYR,2009,0.75
AZE,2009,0.88
ERI,2009,0.94
MMR,2009,0.88
RWA,2009,0.88
QAT,2009,1.07
TON,2009,1.06
TUV,2009,1.08
PNG,2009,1.16
BRN,2009,0.38
SEN,2009,0.32
TUN,2009,1.31
YEM,2009,0.039
GHA,2009,2.25
BGD,2009,0.003
KWT,2009,0.0
LBY,2009,0.008
MRT,2009,0.0
PAK,2009,0.04
SAU,2009,0.0
SOM,2009,0.0
SDN,2009,0.0
COM,2009,0.14
KIR,2009,0.34
IDN,2009,0.072
IRN,2009,0.087
NER,2009,0.11
TLS,2009,0.1
BTN,2009,0.19
EGY,2009,0.21
GIN,2009,0.2
IRQ,2009,0.15
SLE,2009,0.21
VUT,2009,1.22
NPL,2009,0.36
MDV,2009,1.44
AUS,2009,10.63
SVK,2009,10.74
LCA,2009,10.93
AND,2009,11.08
ROU,2009,11.13
RUS,2009,11.13
HRV,2009,11.29
DEU,2009,11.26
HUN,2009,11.32
PRT,2009,11.41
IRL,2009,11.7
AUT,2009,11.93
LUX,2009,11.88
FRA,2009,12.5
LTU,2009,12.91
CZE,2009,13.25
BLR,2009,14.39
EST,2009,15.66
COD,2009,2.0
GTM,2009,2.06
VNM,2009,2.06
TUR,2009,1.41
SVN,2009,10.6
ZWE,2009,2.12
LVA,2009,10.53
FSM,2009,1.91
LBN,2009,1.46
KHM,2009,1.65
MLI,2009,1.68
ARE,2009,1.73
UZB,2009,1.71
CAF,2009,1.78
KEN,2009,1.84
SGP,2009,1.75
MWI,2009,1.88
TGO,2009,1.36
FIN,2009,9.98
MNE,2009,10.17
BGR,2009,10.18
GBR,2009,10.2
BEL,2009,10.29
COK,2009,10.27
DNK,2009,10.3
POL,2009,10.35
CHE,2009,10.15
MKD,2008,3.84
CUB,2008,4.29
CRI,2008,4.24
ARM,2008,3.96
ECU,2008,3.59
NAM,2008,3.73
CHN,2008,3.69
KAZ,2008,3.55
CPV,2008,4.47
MEX,2008,4.38
SUR,2008,4.85
COL,2008,4.5
PHL,2008,4.51
PER,2008,4.82
BIH,2008,4.93
STP,2008,5.02
BDI,2008,5.1
ALB,2008,5.17
LAO,2008,5.18
CMR,2008,5.41
HTI,2008,3.51
NIC,2008,3.53
LSO,2008,2.8
BOL,2008,3.41
FJI,2008,2.61
GTM,2008,2.15
LKA,2008,2.15
TKM,2008,2.12
BHR,2008,2.21
NRU,2008,2.16
COD,2008,2.3
ISR,2008,2.53
ZMB,2008,2.5
SLV,2008,2.61
JAM,2008,2.81
COG,2008,3.29
GUY,2008,5.47
WSM,2008,2.81
UZB,2008,2.78
GMB,2008,2.85
HND,2008,2.87
CIV,2008,3.03
PRK,2008,3.2
GNB,2008,3.19
LBR,2008,3.22
BFA,2008,5.5
GHA,2008,1.98
DOM,2008,5.82
GRD,2008,8.42
MLT,2008,7.35
CHL,2008,7.46
DMA,2008,7.49
GNQ,2008,7.81
ATG,2008,8.08
SYC,2008,8.14
MNG,2008,8.2
CAN,2008,8.32
VEN,2008,8.35
GAB,2008,8.47
ISL,2008,7.32
BRB,2008,8.74
USA,2008,8.72
UKR,2008,8.84
GRC,2008,8.85
KOR,2008,9.11
NZL,2008,9.31
NLD,2008,9.36
CYP,2008,9.45
SRB,2008,9.59
ZAF,2008,7.3
GEO,2008,7.2
PAN,2008,5.81
SWZ,2008,6.74
TTO,2008,5.83
KGZ,2008,5.96
NGA,2008,5.98
URY,2008,6.12
TZA,2008,6.16
NIU,2008,6.29
PRY,2008,6.27
MDA,2008,6.31
JPN,2008,6.58
NOR,2008,6.68
SWE,2008,7.1
VCT,2008,6.69
THA,2008,6.68
AGO,2008,6.85
ARG,2008,6.84
BLZ,2008,6.8
BWA,2008,6.8
ITA,2008,6.81
BRA,2008,7.03
MUS,2008,6.97
IND,2008,1.96
COK,2008,9.69
EST,2008,16.5
MDG,2008,0.69
DJI,2008,0.48
JOR,2008,0.49
KIR,2008,0.48
MYS,2008,0.48
MAR,2008,0.49
OMN,2008,0.51
BRN,2008,0.57
MLI,2008,0.57
TJK,2008,0.63
SYR,2008,0.75
DZA,2008,0.38
ETH,2008,0.76
MOZ,2008,0.79
MMR,2008,0.8
SLB,2008,0.79
AZE,2008,0.85
RWA,2008,0.87
TUV,2008,0.95
VUT,2008,1.04
BEN,2008,1.13
TCD,2008,0.48
SEN,2008,0.34
TON,2008,1.19
SDN,2008,0.0
AFG,2008,0.02
BGD,2008,0.003
IRN,2008,0.026
KWT,2008,0.0
LBY,2008,0.009
MRT,2008,0.0
PAK,2008,0.034
SAU,2008,0.0
SOM,2008,0.0
YEM,2008,0.04
SLE,2008,0.2
IDN,2008,0.067
IRQ,2008,0.14
NER,2008,0.1
TLS,2008,0.057
BTN,2008,0.16
COM,2008,0.15
EGY,2008,0.2
GIN,2008,0.2
NPL,2008,0.17
QAT,2008,1.1
BLR,2008,14.24
ERI,2008,1.32
AND,2008,11.57
AUS,2008,10.65
GBR,2008,10.55
SVN,2008,10.83
MNE,2008,10.89
SVK,2008,10.88
LVA,2008,11.0
HRV,2008,11.35
DEU,2008,11.39
ROU,2008,11.48
RUS,2008,11.56
POL,2008,10.45
LCA,2008,11.73
HUN,2008,11.94
AUT,2008,12.07
LUX,2008,12.05
IRL,2008,12.32
FRA,2008,12.71
LTU,2008,13.5
CZE,2008,13.64
TUN,2008,1.3
KNA,2008,10.5
PRT,2008,11.5
DNK,2008,10.53
VNM,2008,1.83
ESP,2008,10.43
LBN,2008,1.43
PNG,2008,1.36
TUR,2008,1.35
TGO,2008,1.42
MDV,2008,1.47
ARE,2008,1.7
CAF,2008,1.76
KEN,2008,1.81
SGP,2008,1.67
MWI,2008,1.87
BHS,2008,10.08
KHM,2008,1.36
BGR,2008,10.34
FIN,2008,10.22
BEL,2008,10.15
CHE,2008,10.3
UGA,2008,10.01
ZWE,2008,1.94
FSM,2008,1.87
MEX,2007,4.65
NIC,2007,3.64
UZB,2007,3.74
ARM,2007,3.94
MKD,2007,3.88
CRI,2007,4.31
CUB,2007,4.33
PHL,2007,4.41
CPV,2007,4.58
COL,2007,4.57
PAN,2007,5.46
PER,2007,4.64
LAO,2007,4.66
SUR,2007,4.72
KAZ,2007,4.77
BIH,2007,4.94
ALB,2007,4.97
BDI,2007,5.14
CMR,2007,5.2
GUY,2007,5.42
HTI,2007,3.5
NAM,2007,3.56
COD,2007,2.14
ECU,2007,3.49
LSO,2007,2.73
BFA,2007,5.57
LKA,2007,2.12
GTM,2007,2.23
NRU,2007,2.24
TKM,2007,2.29
ISR,2007,2.44
FJI,2007,2.54
ZMB,2007,2.57
SLV,2007,2.68
GMB,2007,2.93
GNB,2007,3.4
JAM,2007,2.87
CIV,2007,3.0
COG,2007,3.03
HND,2007,2.96
WSM,2007,3.06
BOL,2007,3.2
PRK,2007,3.18
CHN,2007,3.26
LBR,2007,3.29
STP,2007,5.52
ISL,2007,7.31
DOM,2007,5.88
BRB,2007,8.71
DMA,2007,7.69
MLT,2007,7.71
CAN,2007,8.24
GNQ,2007,8.22
UKR,2007,8.32
ATG,2007,8.43
GAB,2007,8.57
GRD,2007,8.61
VEN,2007,8.56
COK,2007,8.69
THA,2007,7.37
USA,2007,8.71
GRC,2007,8.88
SYC,2007,8.91
KOR,2007,9.06
NZL,2007,9.35
SRB,2007,9.42
NLD,2007,9.51
CYP,2007,9.62
GHA,2007,1.96
MNG,2007,7.54
ZAF,2007,7.35
TTO,2007,5.85
AGO,2007,6.66
NGA,2007,6.1
TZA,2007,6.08
URY,2007,6.11
KGZ,2007,6.2
NIU,2007,6.32
PRY,2007,6.26
VCT,2007,6.29
ARG,2007,6.57
NOR,2007,6.61
BLZ,2007,6.75
BWA,2007,7.43
JPN,2007,6.8
MDA,2007,6.93
SWE,2007,6.94
BRA,2007,6.97
SWZ,2007,6.96
GEO,2007,6.97
MUS,2007,6.98
ITA,2007,7.09
CHL,2007,7.34
BHR,2007,2.14
MNE,2007,9.68
EST,2007,17.44
BRN,2007,0.7
DJI,2007,0.47
JOR,2007,0.5
KIR,2007,0.52
MYS,2007,0.47
MAR,2007,0.48
OMN,2007,0.52
MDG,2007,0.61
MLI,2007,0.57
TJK,2007,0.63
MMR,2007,0.72
DZA,2007,0.37
SLB,2007,0.72
SYR,2007,0.74
ETH,2007,0.77
MOZ,2007,0.76
AZE,2007,0.92
RWA,2007,0.91
TUV,2007,0.93
VUT,2007,1.03
BEN,2007,1.08
SEN,2007,0.35
SLE,2007,0.18
KHM,2007,1.28
SOM,2007,0.0
BLR,2007,13.78
AFG,2007,0.024
BGD,2007,0.003
IRN,2007,0.022
KWT,2007,0.0
LBY,2007,0.008
MRT,2007,0.0
PAK,2007,0.034
SAU,2007,0.0
SDN,2007,0.0
NPL,2007,0.16
TLS,2007,0.043
YEM,2007,0.043
IDN,2007,0.064
IRQ,2007,0.12
NER,2007,0.1
BTN,2007,0.2
COM,2007,0.18
EGY,2007,0.2
GIN,2007,0.19
QAT,2007,1.12
TCD,2007,0.46
PNG,2007,1.34
BHS,2007,10.55
SVK,2007,10.76
GBR,2007,10.87
ROU,2007,11.11
KNA,2007,11.1
ESP,2007,11.05
LVA,2007,11.17
HRV,2007,11.28
SVN,2007,11.41
UGA,2007,11.55
DEU,2007,11.57
PRT,2007,11.61
RUS,2007,11.75
AND,2007,11.95
LUX,2007,12.21
AUT,2007,12.33
HUN,2007,12.51
LCA,2007,12.5
FRA,2007,12.84
IRL,2007,13.06
LTU,2007,13.62
TUR,2007,1.31
DNK,2007,10.84
CZE,2007,13.69
AUS,2007,10.54
CAF,2007,1.75
TUN,2007,1.31
ERI,2007,1.42
LBN,2007,1.44
MDV,2007,1.41
TGO,2007,1.43
IND,2007,1.59
SGP,2007,1.61
VNM,2007,1.63
ARE,2007,1.67
TON,2007,1.29
KEN,2007,1.82
MWI,2007,1.94
ZWE,2007,1.9
BEL,2007,10.13
BGR,2007,10.21
FIN,2007,10.29
POL,2007,10.31
CHE,2007,10.33
FSM,2007,1.77
LAO,2006,4.18
PHL,2006,4.39
PER,2006,4.4
CUB,2006,4.39
NIC,2006,3.66
CRI,2006,4.24
MKD,2006,3.95
ARM,2006,3.99
COL,2006,4.55
CPV,2006,4.57
MEX,2006,4.89
SUR,2006,4.6
UZB,2006,4.6
ALB,2006,4.79
BIH,2006,4.77
CMR,2006,4.99
BDI,2006,5.15
PAN,2006,5.1
NIU,2006,5.29
GUY,2006,5.47
NAM,2006,3.51
GNB,2006,3.6
BOL,2006,2.93
HTI,2006,3.51
SLV,2006,2.7
BHR,2006,2.14
NRU,2006,2.07
LKA,2006,2.07
GTM,2006,2.27
FJI,2006,2.41
ISR,2006,2.39
TKM,2006,2.47
ZMB,2006,2.6
COG,2006,2.7
LSO,2006,2.69
LBR,2006,3.37
DOM,2006,5.8
CHN,2006,2.89
JAM,2006,2.93
CIV,2006,3.03
HND,2006,3.01
GMB,2006,3.07
WSM,2006,3.14
PRK,2006,3.19
ECU,2006,3.43
BFA,2006,5.7
POL,2006,9.73
KAZ,2006,5.82
GNQ,2006,8.49
MDA,2006,7.41
UKR,2006,7.45
COK,2006,7.84
DMA,2006,7.98
CAN,2006,8.13
THA,2006,8.05
ATG,2006,8.33
BRB,2006,8.38
VEN,2006,8.44
GRD,2006,8.52
CHL,2006,7.43
GAB,2006,8.55
USA,2006,8.64
SRB,2006,8.82
GRC,2006,8.93
KOR,2006,8.97
NZL,2006,9.29
SYC,2006,9.32
CYP,2006,9.45
NLD,2006,9.51
MLT,2006,7.4
ZAF,2006,7.31
PRY,2006,5.82
MNG,2006,6.29
TTO,2006,5.77
VCT,2006,5.93
STP,2006,5.9
GEO,2006,5.95
ARG,2006,6.18
KGZ,2006,6.22
NGA,2006,6.18
URY,2006,6.17
AGO,2006,6.31
TZA,2006,6.35
ITA,2006,7.28
BLZ,2006,6.49
NOR,2006,6.48
