,SpatialDimValueCode,Period,HomicideRate,childHomeVisits,elderCare,partnerVioPrevention,youthPrograms
5107,KAZ,2010,10.36,2.0,-1.0,2.0,2.0
5110,PNG,2010,10.75,0.0,0.0,0.0,1.0
5111,AGO,2010,10.81,,,,
5112,NGA,2010,10.79,0.0,0.0,1.0,1.0
5114,COG,2010,10.94,,,,
5115,GNB,2010,10.86,,,,
5120,NER,2010,11.05,0.0,2.0,0.0,1.0
5121,KGZ,2010,10.98,1.0,1.0,1.0,2.0
5125,CRI,2010,11.58,0.0,2.0,2.0,2.0
5126,ERI,2010,11.56,,,,
5127,LBR,2010,11.56,1.0,1.0,1.0,1.0
5129,UGA,2010,11.74,1.0,1.0,0.0,1.0
5130,BRB,2010,11.78,,,,
5134,MRT,2010,11.99,1.0,0.0,0.0,0.0
5136,BOL,2010,12.17,1.0,0.0,0.0,1.0
5138,MLI,2010,12.7,,,,
5140,CIV,2010,13.01,,,,
5141,RUS,2010,13.25,0.0,2.0,1.0,1.0
5143,PRY,2010,13.48,,,,
5144,SYC,2010,13.57,1.0,2.0,1.0,2.0
5146,COD,2010,13.76,,,,
5149,SSD,2010,14.29,,,,
5150,ZWE,2010,14.37,1.0,1.0,0.0,0.0
5152,NIC,2010,14.73,2.0,0.0,2.0,2.0
5169,IRQ,2010,16.52,1.0,2.0,0.0,2.0
5172,BWA,2010,17.2,0.0,1.0,2.0,2.0
5176,PHL,2010,17.66,1.0,1.0,0.0,2.0
5181,NAM,2010,18.36,,,,
5185,GUY,2010,19.65,1.0,0.0,0.0,1.0
5187,BGR,2010,1.97,2.0,2.0,0.0,1.0
5190,FIN,2010,2.05,2.0,2.0,1.0,2.0
5193,TJK,2010,2.22,1.0,2.0,0.0,1.0
5195,MDV,2010,2.28,1.0,0.0,0.0,2.0
5202,ISR,2010,2.3,1.0,2.0,2.0,2.0
5210,FJI,2010,2.5,1.0,1.0,0.0,1.0
5211,MKD,2010,2.55,2.0,0.0,1.0,1.0
5217,AZE,2010,2.59,0.0,0.0,0.0,1.0
5218,SYR,2010,2.61,,,,
5219,ROU,2010,2.56,2.0,2.0,2.0,2.0
5220,VUT,2010,2.74,0.0,0.0,0.0,0.0
5221,KHM,2010,2.65,0.0,0.0,0.0,0.0
5225,BTN,2010,2.85,0.0,0.0,1.0,1.0
5227,MYS,2010,2.79,2.0,2.0,0.0,1.0
5231,UZB,2010,2.82,2.0,0.0,0.0,1.0
5240,VCT,2010,20.9,,,,
5241,HTI,2010,21.31,,,,
5242,ECU,2010,21.51,0.0,0.0,0.0,2.0
5245,CAF,2010,22.22,,,,
5248,MEX,2010,22.93,2.0,1.0,2.0,2.0
5249,LCA,2010,23.32,,,,
5252,SWZ,2010,24.0,1.0,0.0,0.0,2.0
5254,PAN,2010,25.12,0.0,2.0,1.0,1.0
5256,BHS,2010,27.56,,,,
5257,DOM,2010,28.16,1.0,2.0,0.0,2.0
5261,TUN,2010,3.01,1.0,2.0,0.0,0.0
5262,LBY,2010,3.03,,,,
5264,BGD,2010,3.15,1.0,1.0,0.0,1.0
5265,ATG,2010,3.07,,,,
5271,JOR,2010,3.2,0.0,2.0,0.0,2.0
5273,NPL,2010,3.29,1.0,0.0,0.0,1.0
5276,MNE,2010,3.32,1.0,2.0,1.0,2.0
5282,GNQ,2010,3.56,,,,
5289,MWI,2010,3.73,1.0,1.0,2.0,2.0
5293,TON,2010,3.78,,,,
5295,LBN,2010,3.87,,,,
5297,EGY,2010,3.92,1.0,1.0,0.0,1.0
5301,BRA,2010,31.15,2.0,2.0,2.0,2.0
5306,BLZ,2010,36.45,2.0,1.0,2.0,2.0
5307,ZAF,2010,37.31,1.0,1.0,1.0,2.0
5311,WSM,2010,4.01,0.0,0.0,1.0,0.0
5312,GRD,2010,3.99,,,,
5315,IRN,2010,4.02,1.0,1.0,1.0,2.0
5319,TLS,2010,4.24,,,,
5324,TKM,2010,4.21,,,,
5327,MOZ,2010,4.27,1.0,0.0,2.0,1.0
5331,ARM,2010,4.3,1.0,2.0,0.0,1.0
5332,MUS,2010,4.29,,,,
5333,IND,2010,4.33,1.0,2.0,1.0,2.0
5340,MMR,2010,4.48,1.0,1.0,1.0,1.0
5346,CUB,2010,4.63,2.0,2.0,2.0,2.0
5349,ALB,2010,4.7,1.0,2.0,1.0,1.0
5350,CHL,2010,4.71,,,,
5351,FSM,2010,4.75,,,,
5352,PRK,2010,4.76,,,,
5354,SLB,2010,4.84,1.0,0.0,0.0,1.0
5355,RWA,2010,4.81,2.0,2.0,2.0,2.0
5358,IDN,2010,4.88,1.0,1.0,1.0,1.0
5361,LSO,2010,41.91,,,,
5362,GTM,2010,42.24,0.0,0.0,0.0,2.0
5363,TTO,2010,42.26,2.0,2.0,1.0,2.0
5373,TUR,2010,5.07,1.0,2.0,0.0,2.0
5375,BDI,2010,5.23,0.0,0.0,0.0,0.0
5377,EST,2010,5.16,1.0,1.0,1.0,1.0
5379,LKA,2010,5.3,,,,
5380,BLR,2010,5.38,2.0,2.0,2.0,2.0
5381,ARG,2010,5.37,,,,
5383,USA,2010,5.47,2.0,2.0,1.0,2.0
5386,KIR,2010,5.57,1.0,1.0,0.0,1.0
5388,UKR,2010,5.66,,,,
5390,YEM,2010,5.75,0.0,0.0,0.0,1.0
5393,GEO,2010,5.77,1.0,0.0,0.0,2.0
5394,KEN,2010,5.82,1.0,1.0,0.0,1.0
5398,VEN,2010,53.92,,,,
5399,JAM,2010,55.83,2.0,1.0,1.0,2.0
5405,SOM,2010,6.03,,,,
5408,URY,2010,6.06,,,,
5415,GHA,2010,6.4,1.0,1.0,1.0,2.0
5416,BEN,2010,6.52,1.0,0.0,2.0,2.0
5422,SDN,2010,6.66,1.0,0.0,0.0,2.0
5428,COL,2010,62.02,0.0,1.0,2.0,2.0
5433,PER,2010,7.08,2.0,1.0,1.0,2.0
5434,STP,2010,7.2,0.0,0.0,0.0,0.0
5435,ZMB,2010,7.32,1.0,1.0,1.0,0.0
5436,LAO,2010,7.4,0.0,0.0,0.0,1.0
5437,LTU,2010,7.38,1.0,2.0,0.0,2.0
5438,LVA,2010,7.4,1.0,0.0,0.0,1.0
5439,DJI,2010,7.51,,,,
5446,SLV,2010,71.62,1.0,0.0,1.0,1.0
5449,HND,2010,78.78,1.0,0.0,1.0,0.0
5450,THA,2010,8.04,2.0,2.0,2.0,2.0
5452,MDG,2010,8.12,1.0,0.0,1.0,1.0
5457,PAK,2010,8.27,,,,
5461,COM,2010,8.64,,,,
5463,ETH,2010,8.6,,,,
5467,SEN,2010,8.68,0.0,0.0,1.0,1.0
5471,SLE,2010,9.0,,,,
5472,CMR,2010,9.01,1.0,0.0,0.0,1.0
5473,AFG,2010,9.04,0.0,-1.0,0.0,1.0
5476,MDA,2010,9.15,2.0,0.0,0.0,2.0
5478,GMB,2010,9.35,,,,
5479,SUR,2010,9.44,,,,
5480,GAB,2010,9.5,0.0,0.0,0.0,0.0
5485,TZA,2010,9.81,1.0,0.0,1.0,1.0
5486,GIN,2010,9.88,2.0,0.0,2.0,0.0
5487,TGO,2010,9.9,,,,
5488,CPV,2010,9.88,,,,
5495,JPN,2009,0.4,2.0,2.0,-1.0,0.0
5507,ISL,2009,0.59,2.0,1.0,1.0,1.0
5511,SGP,2009,0.65,1.0,1.0,2.0,2.0
5512,BRN,2009,0.66,0.0,0.0,0.0,1.0
5513,QAT,2009,0.73,2.0,2.0,0.0,2.0
5515,CHE,2009,0.68,1.0,1.0,1.0,2.0
5517,NOR,2009,0.66,0.0,1.0,0.0,1.0
5518,AUT,2009,0.75,2.0,1.0,2.0,2.0
5522,SVN,2009,0.71,0.0,2.0,1.0,2.0
5523,OMN,2009,0.75,2.0,2.0,-1.0,2.0
5525,BHR,2009,0.83,2.0,2.0,-1.0,2.0
5541,ESP,2009,0.87,1.0,2.0,2.0,2.0
5543,DNK,2009,0.88,,,,
5549,ARE,2009,1.01,1.0,-1.0,-1.0,-1.0
5551,DEU,2009,0.95,2.0,2.0,2.0,2.0
5552,NLD,2009,0.96,2.0,2.0,0.0,2.0
5553,CZE,2009,0.99,2.0,2.0,2.0,2.0
5555,ITA,2009,0.99,1.0,1.0,2.0,2.0
5560,SWE,2009,1.05,2.0,2.0,2.0,2.0
5561,FRA,2009,1.08,,,,
5563,MLT,2009,1.09,,,,
5570,PRT,2009,1.18,2.0,2.0,1.0,2.0
5572,CHN,2009,1.23,1.0,2.0,1.0,2.0
5574,POL,2009,1.23,2.0,0.0,0.0,2.0
5577,DZA,2009,1.26,1.0,2.0,1.0,2.0
5586,AUS,2009,1.32,2.0,2.0,2.0,0.0
5588,HRV,2009,1.34,2.0,1.0,2.0,2.0
5590,IRL,2009,1.3,,,,
5595,LUX,2009,1.42,,,,
5596,KOR,2009,1.44,,,,
5603,SVK,2009,1.55,2.0,1.0,1.0,2.0
5605,GRC,2009,1.52,,,,
5606,HUN,2009,1.52,,,,
5611,MAR,2009,1.6,2.0,2.0,1.0,2.0
5616,BEL,2009,1.55,2.0,1.0,1.0,2.0
5617,GBR,2009,1.61,2.0,2.0,1.0,2.0
5620,SAU,2009,1.67,2.0,2.0,0.0,1.0
5622,MKD,2009,1.68,2.0,0.0,1.0,1.0
5628,VNM,2009,1.76,2.0,2.0,2.0,1.0
5634,CAN,2009,1.81,2.0,2.0,2.0,2.0
5640,KWT,2009,1.85,0.0,2.0,0.0,2.0
5643,NZL,2009,1.93,2.0,2.0,1.0,2.0
5646,GIN,2009,10.08,2.0,0.0,2.0,0.0
5647,TGO,2009,10.11,,,,
5648,BFA,2009,10.16,0.0,0.0,0.0,0.0
5649,TCD,2009,10.25,,,,
5651,MNG,2009,10.32,1.0,0.0,0.0,2.0
5653,SUR,2009,10.35,,,,
5655,PNG,2009,10.5,0.0,0.0,0.0,1.0
5658,BOL,2009,10.62,1.0,0.0,0.0,1.0
5663,COG,2009,11.04,,,,
5664,GNB,2009,11.02,,,,
5665,NGA,2009,11.03,0.0,0.0,1.0,1.0
5667,NER,2009,11.07,0.0,2.0,0.0,1.0
5669,AGO,2009,11.08,,,,
5672,UGA,2009,11.53,1.0,1.0,0.0,1.0
5673,BRB,2009,11.5,,,,
5674,KAZ,2009,11.52,2.0,-1.0,2.0,2.0
5675,CRI,2009,11.58,0.0,2.0,2.0,2.0
5678,ERI,2009,11.74,,,,
5680,LBR,2009,11.87,1.0,1.0,1.0,1.0
5681,MRT,2009,12.25,1.0,0.0,0.0,0.0
5686,MLI,2009,12.81,,,,
5689,CIV,2009,13.13,,,,
5693,SYC,2009,13.55,1.0,2.0,1.0,2.0
5694,COD,2009,13.83,,,,
5697,SSD,2009,14.53,,,,
5698,PRY,2009,14.55,,,,
5699,ZWE,2009,14.57,1.0,1.0,0.0,0.0
5702,RUS,2009,14.91,0.0,2.0,1.0,1.0
5703,NIC,2009,15.13,2.0,0.0,2.0,2.0
5721,BWA,2009,17.07,0.0,1.0,2.0,2.0
5723,MEX,2009,17.64,2.0,1.0,2.0,2.0
5724,PHL,2009,17.67,1.0,1.0,0.0,2.0
5727,IRQ,2009,17.87,1.0,2.0,0.0,2.0
5728,GUY,2009,17.97,1.0,0.0,0.0,1.0
5736,NAM,2009,19.92,,,,
5738,TJK,2009,1.95,1.0,2.0,0.0,1.0
5739,BIH,2009,2.01,,,,
5744,SRB,2009,2.1,2.0,1.0,0.0,2.0
5745,BGR,2009,2.09,2.0,2.0,0.0,1.0
5748,FIN,2009,2.2,2.0,2.0,1.0,2.0
5749,ISR,2009,2.25,1.0,2.0,2.0,2.0
5750,MDV,2009,2.33,1.0,0.0,0.0,2.0
5752,CYP,2009,2.28,0.0,1.0,1.0,1.0
5760,AZE,2009,2.54,0.0,0.0,0.0,1.0
5761,ROU,2009,2.49,2.0,2.0,2.0,2.0
5763,BTN,2009,2.57,0.0,0.0,1.0,1.0
5772,FJI,2009,2.67,1.0,1.0,0.0,1.0
5773,SYR,2009,2.69,,,,
5777,KHM,2009,2.79,0.0,0.0,0.0,0.0
5782,VUT,2009,2.87,0.0,0.0,0.0,0.0
5784,TUN,2009,2.92,1.0,2.0,0.0,0.0
5787,MYS,2009,2.87,2.0,2.0,0.0,1.0
5790,ECU,2009,20.31,0.0,0.0,0.0,2.0
5791,VCT,2009,20.66,,,,
5794,HTI,2009,21.25,,,,
5796,CAF,2009,22.54,,,,
5797,LCA,2009,22.67,,,,
5799,SWZ,2009,24.07,1.0,0.0,0.0,2.0
5803,BHS,2009,25.2,,,,
5807,PAN,2009,27.57,0.0,2.0,1.0,1.0
5808,DOM,2009,28.15,1.0,2.0,0.0,2.0
5811,MUS,2009,3.04,,,,
5812,UZB,2009,3.03,2.0,0.0,0.0,1.0
5818,LBY,2009,3.16,,,,
5820,JOR,2009,3.21,0.0,2.0,0.0,2.0
5821,BGD,2009,3.21,1.0,1.0,0.0,1.0
5822,ATG,2009,3.15,,,,
5829,NPL,2009,3.42,1.0,0.0,0.0,1.0
5835,GNQ,2009,3.6,,,,
5838,TON,2009,3.61,,,,
5839,MNE,2009,3.58,1.0,2.0,1.0,2.0
5840,EGY,2009,3.67,1.0,1.0,0.0,1.0
5846,LBN,2009,3.84,,,,
5847,GRD,2009,3.78,,,,
5849,WSM,2009,3.86,0.0,0.0,1.0,0.0
5850,MWI,2009,3.87,1.0,1.0,2.0,2.0
5859,BRA,2009,32.05,2.0,2.0,2.0,2.0
5860,BLZ,2009,33.68,2.0,1.0,2.0,2.0
5865,ZAF,2009,39.16,1.0,1.0,1.0,2.0
5874,IRN,2009,4.08,1.0,1.0,1.0,2.0
5877,ALB,2009,4.19,1.0,2.0,1.0,1.0
5878,TLS,2009,4.27,,,,
5883,MOZ,2009,4.41,1.0,0.0,2.0,1.0
5888,ARM,2009,4.39,1.0,2.0,0.0,1.0
5889,TKM,2009,4.37,,,,
5890,IND,2009,4.35,1.0,2.0,1.0,2.0
5894,MMR,2009,4.51,1.0,1.0,1.0,1.0
5902,FSM,2009,4.69,,,,
5905,PRK,2009,4.82,,,,
5906,RWA,2009,4.8,2.0,2.0,2.0,2.0
5913,LSO,2009,42.44,,,,
5914,TTO,2009,44.3,2.0,2.0,1.0,2.0
5918,GTM,2009,47.21,0.0,0.0,0.0,2.0
5922,SLB,2009,5.01,1.0,0.0,0.0,1.0
5923,IDN,2009,5.01,1.0,1.0,1.0,1.0
5926,CUB,2009,5.2,2.0,2.0,2.0,2.0
5927,BDI,2009,5.29,0.0,0.0,0.0,0.0
5928,YEM,2009,5.3,0.0,0.0,0.0,1.0
5930,TUR,2009,5.37,1.0,2.0,0.0,2.0
5933,ARG,2009,5.37,,,,
5936,CHL,2009,5.51,,,,
5938,KEN,2009,5.57,1.0,1.0,0.0,1.0
5940,KIR,2009,5.65,1.0,1.0,0.0,1.0
5942,USA,2009,5.71,2.0,2.0,1.0,2.0
5948,UKR,2009,5.94,,,,
5951,VEN,2009,58.09,,,,
5955,SOM,2009,6.02,,,,
5961,BLR,2009,6.09,2.0,2.0,2.0,2.0
5965,GHA,2009,6.42,1.0,1.0,1.0,2.0
5968,BEN,2009,6.62,1.0,0.0,2.0,2.0
5969,GEO,2009,6.6,1.0,0.0,0.0,2.0
5971,LKA,2009,6.68,,,,
5972,EST,2009,6.73,1.0,1.0,1.0,1.0
5973,URY,2009,6.71,,,,
5976,SDN,2009,6.81,1.0,0.0,0.0,2.0
5978,JAM,2009,61.26,2.0,1.0,1.0,2.0
5980,COL,2009,65.65,0.0,1.0,2.0,2.0
5983,STP,2009,7.1,0.0,0.0,0.0,0.0
5984,PER,2009,7.2,2.0,1.0,1.0,2.0
5987,ZMB,2009,7.34,1.0,1.0,1.0,0.0
5990,LAO,2009,7.52,0.0,0.0,0.0,1.0
5991,LVA,2009,7.55,1.0,0.0,0.0,1.0
5994,DJI,2009,7.65,,,,
5998,HND,2009,71.38,1.0,0.0,1.0,0.0
5999,SLV,2009,72.67,1.0,0.0,1.0,1.0
6003,LTU,2009,7.98,1.0,2.0,0.0,2.0
6004,PAK,2009,8.09,,,,
6005,KGZ,2009,8.08,1.0,1.0,1.0,2.0
6007,MDG,2009,8.39,1.0,0.0,1.0,1.0
6008,MDA,2009,8.44,2.0,0.0,0.0,2.0
6011,THA,2009,8.58,2.0,2.0,2.0,2.0
6013,COM,2009,8.71,,,,
6014,SEN,2009,8.82,0.0,0.0,1.0,1.0
6015,ETH,2009,8.77,,,,
6019,SLE,2009,9.05,,,,
6020,AFG,2009,8.96,0.0,-1.0,0.0,1.0
6026,CPV,2009,9.2,,,,
6028,GMB,2009,9.3,,,,
6029,CMR,2009,9.36,1.0,0.0,0.0,1.0
6033,GAB,2009,9.6,0.0,0.0,0.0,0.0
6035,TZA,2009,9.79,1.0,0.0,1.0,1.0
6046,JPN,2008,0.47,2.0,2.0,-1.0,0.0
6052,ISL,2008,0.56,2.0,1.0,1.0,1.0
6053,NOR,2008,0.58,0.0,1.0,0.0,1.0
6061,AUT,2008,0.62,2.0,1.0,2.0,2.0
6063,BRN,2008,0.71,0.0,0.0,0.0,1.0
6069,SGP,2008,0.74,1.0,1.0,2.0,2.0
6070,SVN,2008,0.74,0.0,2.0,1.0,2.0
6071,CHE,2008,0.72,1.0,1.0,1.0,2.0
6072,OMN,2008,0.75,2.0,2.0,-1.0,2.0
6084,BHR,2008,0.85,2.0,2.0,-1.0,2.0
6086,QAT,2008,0.91,2.0,2.0,0.0,2.0
6090,SWE,2008,0.88,2.0,2.0,2.0,2.0
6091,DNK,2008,0.88,,,,
6095,DEU,2008,0.94,2.0,2.0,2.0,2.0
6096,NLD,2008,0.94,2.0,2.0,0.0,2.0
6097,ESP,2008,0.94,1.0,2.0,2.0,2.0
6106,ITA,2008,1.03,1.0,1.0,2.0,2.0
6109,ARE,2008,1.13,1.0,-1.0,-1.0,-1.0
6110,CYP,2008,1.08,0.0,1.0,1.0,1.0
6114,CZE,2008,1.07,2.0,2.0,2.0,2.0
6115,FRA,2008,1.11,,,,
6117,LUX,2008,1.09,,,,
6121,IRL,2008,1.17,,,,
6127,MLT,2008,1.19,,,,
6128,NZL,2008,1.24,2.0,2.0,1.0,2.0
6131,DZA,2008,1.31,1.0,2.0,1.0,2.0
6135,AUS,2008,1.28,2.0,2.0,2.0,0.0
6143,GRC,2008,1.35,,,,
6144,CHN,2008,1.35,1.0,2.0,1.0,2.0
6149,KOR,2008,1.47,,,,
6154,BEL,2008,1.53,2.0,1.0,1.0,2.0
6156,POL,2008,1.47,2.0,0.0,0.0,2.0
6163,MAR,2008,1.65,2.0,2.0,1.0,2.0
6164,SAU,2008,1.68,2.0,2.0,0.0,1.0
6168,VNM,2008,1.71,2.0,2.0,2.0,1.0
6169,SVK,2008,1.74,2.0,1.0,1.0,2.0
6171,PRT,2008,1.68,2.0,2.0,1.0,2.0
6172,GBR,2008,1.69,2.0,2.0,1.0,2.0
6178,KWT,2008,1.83,0.0,2.0,0.0,2.0
6181,HRV,2008,1.8,2.0,1.0,2.0,2.0
6183,CAN,2008,1.84,2.0,2.0,2.0,2.0
6190,PNG,2008,10.05,0.0,0.0,0.0,1.0
6192,BFA,2008,10.07,0.0,0.0,0.0,0.0
6193,GIN,2008,10.21,2.0,0.0,2.0,0.0
6195,TGO,2008,10.35,,,,
6196,TCD,2008,10.48,,,,
6199,SUR,2008,10.5,,,,
6204,UGA,2008,10.92,1.0,1.0,0.0,1.0
6206,MNG,2008,11.02,1.0,0.0,0.0,2.0
6207,NER,2008,11.18,0.0,2.0,0.0,1.0
6208,COG,2008,11.16,,,,
6209,GNB,2008,11.17,,,,
6210,AGO,2008,11.29,,,,
6212,NGA,2008,11.33,0.0,0.0,1.0,1.0
6213,CRI,2008,11.44,0.0,2.0,2.0,2.0
6214,SYC,2008,11.38,1.0,2.0,1.0,2.0
6220,ERI,2008,11.96,,,,
6221,LBR,2008,12.03,1.0,1.0,1.0,1.0
6222,KAZ,2008,12.28,2.0,-1.0,2.0,2.0
6223,BRB,2008,12.35,,,,
6224,MRT,2008,12.53,1.0,0.0,0.0,0.0
6226,MLI,2008,12.93,,,,
6228,CIV,2008,13.24,,,,
6229,MEX,2008,13.27,2.0,1.0,2.0,2.0
6237,COD,2008,13.89,,,,
6241,ZWE,2008,14.66,1.0,1.0,0.0,0.0
6242,NIC,2008,14.93,2.0,0.0,2.0,2.0
6243,SSD,2008,14.95,,,,
6248,PRY,2008,15.24,,,,
6258,RUS,2008,16.57,0.0,2.0,1.0,1.0
6263,BWA,2008,17.03,0.0,1.0,2.0,2.0
6270,PHL,2008,18.53,1.0,1.0,0.0,2.0
6274,IRQ,2008,19.08,1.0,2.0,0.0,2.0
6277,GUY,2008,19.7,1.0,0.0,0.0,1.0
6283,TJK,2008,2.01,1.0,2.0,0.0,1.0
6285,BIH,2008,2.06,,,,
6286,SRB,2008,2.05,2.0,1.0,0.0,2.0
6287,HUN,2008,2.09,,,,
6291,BGR,2008,2.24,2.0,2.0,0.0,1.0
6295,MKD,2008,2.33,2.0,0.0,1.0,1.0
6296,ISR,2008,2.29,1.0,2.0,2.0,2.0
6297,FIN,2008,2.34,2.0,2.0,1.0,2.0
6299,MDV,2008,2.38,1.0,0.0,0.0,2.0
6300,BTN,2008,2.45,0.0,0.0,1.0,1.0
6303,FJI,2008,2.49,1.0,1.0,0.0,1.0
6304,AZE,2008,2.52,0.0,0.0,0.0,1.0
6308,ROU,2008,2.58,2.0,2.0,2.0,2.0
6317,SYR,2008,2.82,,,,
6321,VUT,2008,2.92,0.0,0.0,0.0,0.0
6323,TUN,2008,2.94,1.0,2.0,0.0,0.0
6330,NAM,2008,20.04,,,,
6332,VCT,2008,20.6,,,,
6333,HTI,2008,21.13,,,,
6334,LCA,2008,22.22,,,,
6336,ECU,2008,22.82,0.0,0.0,0.0,2.0
6337,CAF,2008,22.82,,,,
6338,BHS,2008,22.94,,,,
6339,PAN,2008,23.24,0.0,2.0,1.0,1.0
6342,SWZ,2008,24.33,1.0,0.0,0.0,2.0
6349,DOM,2008,28.03,1.0,2.0,0.0,2.0
6351,KHM,2008,2.96,0.0,0.0,0.0,0.0
6352,MYS,2008,2.98,2.0,2.0,0.0,1.0
6354,ATG,2008,2.97,,,,
6360,UZB,2008,3.1,2.0,0.0,0.0,1.0
6366,BGD,2008,3.21,1.0,1.0,0.0,1.0
6368,LBY,2008,3.28,,,,
6374,JOR,2008,3.36,0.0,2.0,0.0,2.0
6376,EGY,2008,3.55,1.0,1.0,0.0,1.0
6378,GNQ,2008,3.64,,,,
6380,NPL,2008,3.57,1.0,0.0,0.0,1.0
6385,TON,2008,3.72,,,,
6387,MNE,2008,3.69,1.0,2.0,1.0,2.0
6401,BRA,2008,31.29,2.0,2.0,2.0,2.0
6402,BLZ,2008,32.93,2.0,1.0,2.0,2.0
6410,LBN,2008,4.05,,,,
6411,ALB,2008,4.1,1.0,2.0,1.0,1.0
6412,IRN,2008,4.13,1.0,1.0,1.0,2.0
6419,ARM,2008,4.34,1.0,2.0,0.0,1.0
6423,WSM,2008,4.38,0.0,0.0,1.0,0.0
6426,IND,2008,4.39,1.0,2.0,1.0,2.0
6427,CHL,2008,4.44,,,,
6429,MMR,2008,4.54,1.0,1.0,1.0,1.0
6432,GRD,2008,4.5,,,,
6433,MUS,2008,4.45,,,,
6434,TLS,2008,4.58,,,,
6443,FSM,2008,4.68,,,,
6444,MOZ,2008,4.75,1.0,0.0,2.0,1.0
6446,PRK,2008,4.79,,,,
6448,RWA,2008,4.84,2.0,2.0,2.0,2.0
6451,TKM,2008,4.78,,,,
6452,CUB,2008,4.77,2.0,2.0,2.0,2.0
6459,ZAF,2008,41.29,1.0,1.0,1.0,2.0
6463,TTO,2008,42.13,2.0,2.0,1.0,2.0
6465,LSO,2008,43.7,,,,
6466,GTM,2008,46.76,0.0,0.0,0.0,2.0
6469,YEM,2008,4.96,0.0,0.0,0.0,1.0
6470,KEN,2008,4.98,1.0,1.0,0.0,1.0
6471,SLB,2008,5.13,1.0,0.0,0.0,1.0
6472,MWI,2008,5.14,1.0,1.0,2.0,2.0
6476,IDN,2008,5.17,1.0,1.0,1.0,1.0
6477,BDI,2008,5.27,0.0,0.0,0.0,0.0
6479,TUR,2008,5.38,1.0,2.0,0.0,2.0
6481,ARG,2008,5.4,,,,
6490,KIR,2008,5.77,1.0,1.0,0.0,1.0
6494,COL,2008,56.86,0.0,1.0,2.0,2.0
6497,SOM,2008,6.04,,,,
6503,USA,2008,6.06,2.0,2.0,1.0,2.0
6507,UKR,2008,6.34,,,,
6508,GHA,2008,6.44,1.0,1.0,1.0,2.0
6510,URY,2008,6.59,,,,
6511,BEN,2008,6.75,1.0,0.0,2.0,2.0
6515,BLR,2008,6.86,2.0,2.0,2.0,2.0
6517,VEN,2008,60.48,,,,
6518,JAM,2008,61.43,2.0,1.0,1.0,2.0
6519,HND,2008,63.9,1.0,0.0,1.0,0.0
6521,SLV,2008,67.48,1.0,0.0,1.0,1.0
6522,SDN,2008,6.97,1.0,0.0,0.0,2.0
6525,ZMB,2008,7.15,1.0,1.0,1.0,0.0
6526,STP,2008,7.35,0.0,0.0,0.0,0.0
6527,PER,2008,7.34,2.0,1.0,1.0,2.0
6528,EST,2008,7.26,1.0,1.0,1.0,1.0
6535,GEO,2008,7.48,1.0,0.0,0.0,2.0
6536,LAO,2008,7.65,0.0,0.0,0.0,1.0
6539,DJI,2008,7.79,,,,
6543,PAK,2008,7.87,,,,
6549,KGZ,2008,8.38,1.0,1.0,1.0,2.0
6552,MDG,2008,8.62,1.0,0.0,1.0,1.0
6554,CPV,2008,8.62,,,,
6556,LKA,2008,8.62,,,,
6557,LTU,2008,8.58,1.0,2.0,0.0,2.0
6560,ETH,2008,8.94,,,,
6564,COM,2008,8.99,,,,
6565,SEN,2008,8.96,0.0,0.0,1.0,1.0
6566,SLE,2008,9.13,,,,
6567,AFG,2008,9.07,0.0,-1.0,0.0,1.0
6569,LVA,2008,9.07,1.0,0.0,0.0,1.0
6571,CMR,2008,9.25,1.0,0.0,0.0,1.0
6572,GMB,2008,9.27,,,,
6575,THA,2008,9.36,2.0,2.0,2.0,2.0
6576,MDA,2008,9.42,2.0,0.0,0.0,2.0
6581,TZA,2008,9.69,1.0,0.0,1.0,1.0
6583,GAB,2008,9.81,0.0,0.0,0.0,0.0
6584,BOL,2008,9.82,1.0,0.0,0.0,1.0
6593,JPN,2007,0.44,2.0,2.0,-1.0,0.0
6604,ISL,2007,0.63,2.0,1.0,1.0,1.0
6610,OMN,2007,0.74,2.0,2.0,-1.0,2.0
6611,AUT,2007,0.67,2.0,1.0,2.0,2.0
6617,NOR,2007,0.71,0.0,1.0,0.0,1.0
6621,CHE,2007,0.76,1.0,1.0,1.0,2.0
6624,SGP,2007,0.78,1.0,1.0,2.0,2.0
6629,BHR,2007,0.87,2.0,2.0,-1.0,2.0
6630,DNK,2007,0.92,,,,
6633,MLT,2007,0.88,,,,
6634,NLD,2007,0.9,2.0,2.0,0.0,2.0
6635,SVN,2007,0.89,0.0,2.0,1.0,2.0
6640,QAT,2007,0.96,2.0,2.0,0.0,2.0
6642,DEU,2007,0.96,2.0,2.0,2.0,2.0
6646,BRN,2007,1.06,0.0,0.0,0.0,1.0
6649,AUS,2007,1.12,2.0,2.0,2.0,0.0
6651,FRA,2007,1.07,,,,
6652,ESP,2007,1.08,1.0,2.0,2.0,2.0
6653,GRC,2007,1.15,,,,
6655,ITA,2007,1.07,1.0,1.0,2.0,2.0
6658,ARE,2007,1.24,1.0,-1.0,-1.0,-1.0
6663,CZE,2007,1.15,2.0,2.0,2.0,2.0
6673,DZA,2007,1.33,1.0,2.0,1.0,2.0
6675,PRT,2007,1.25,2.0,2.0,1.0,2.0
6681,SWE,2007,1.33,2.0,2.0,2.0,2.0
6689,LUX,2007,1.43,,,,
