,SpatialDimValueCode,Period,HomicideRate,childHomeVisits,elderCare,partnerVioPrevention,youthPrograms
1945,EST,2016,2.72,1.0,1.0,1.0,1.0
1947,BGD,2016,2.82,1.0,1.0,0.0,1.0
1948,MYS,2016,2.81,2.0,2.0,0.0,1.0
1949,JOR,2016,2.82,0.0,2.0,0.0,2.0
1953,LKA,2016,2.93,,,,
1954,MEX,2016,20.1,2.0,1.0,2.0,2.0
1958,HTI,2016,20.7,,,,
1962,CAF,2016,22.03,,,,
1963,GUY,2016,22.8,1.0,0.0,0.0,1.0
1967,GTM,2016,26.42,0.0,0.0,0.0,2.0
1969,VCT,2016,27.83,,,,
1979,WSM,2016,3.24,0.0,0.0,1.0,0.0
1983,TUN,2016,3.29,1.0,2.0,0.0,0.0
1986,TKM,2016,3.35,,,,
1988,IRN,2016,3.28,1.0,1.0,1.0,2.0
1989,GNQ,2016,3.43,,,,
1999,TON,2016,3.61,,,,
2000,BLR,2016,3.63,2.0,2.0,2.0,2.0
2006,ALB,2016,3.78,1.0,2.0,1.0,1.0
2007,MNE,2016,3.83,1.0,2.0,1.0,2.0
2009,ARM,2016,3.8,1.0,2.0,0.0,1.0
2011,EGY,2016,3.94,1.0,1.0,0.0,1.0
2013,IND,2016,3.89,1.0,2.0,1.0,2.0
2018,BHS,2016,32.36,,,,
2020,BRA,2016,32.95,2.0,2.0,2.0,2.0
2023,BLZ,2016,35.5,2.0,1.0,2.0,2.0
2027,TTO,2016,36.46,2.0,2.0,1.0,2.0
2028,ZAF,2016,38.59,1.0,1.0,1.0,2.0
2033,CHL,2016,4.01,,,,
2036,MOZ,2016,4.05,1.0,0.0,2.0,1.0
2037,MMR,2016,4.06,1.0,1.0,1.0,1.0
2038,LBN,2016,4.11,,,,
2042,SLB,2016,4.17,1.0,0.0,0.0,1.0
2046,PRK,2016,4.38,,,,
2048,THA,2016,4.42,2.0,2.0,2.0,2.0
2049,KGZ,2016,4.44,1.0,1.0,1.0,2.0
2050,IDN,2016,4.52,1.0,1.0,1.0,1.0
2051,FSM,2016,4.61,,,,
2053,RWA,2016,4.63,2.0,2.0,2.0,2.0
2055,TLS,2016,4.81,,,,
2062,TUR,2016,4.89,1.0,2.0,0.0,2.0
2064,COL,2016,43.07,0.0,1.0,2.0,2.0
2066,LSO,2016,45.38,,,,
2073,KIR,2016,5.13,1.0,1.0,0.0,1.0
2081,CUB,2016,5.25,2.0,2.0,2.0,2.0
2085,MDA,2016,5.37,2.0,0.0,0.0,2.0
2086,LTU,2016,5.42,1.0,2.0,0.0,2.0
2089,SOM,2016,5.62,,,,
2094,PAK,2016,5.82,,,,
2098,KEN,2016,5.91,1.0,1.0,0.0,1.0
2100,JAM,2016,51.39,2.0,1.0,1.0,2.0
2103,LVA,2016,5.97,1.0,0.0,0.0,1.0
2104,SDN,2016,6.12,1.0,0.0,0.0,2.0
2106,GHA,2016,6.21,1.0,1.0,1.0,2.0
2110,ARG,2016,6.23,,,,
2111,USA,2016,6.21,2.0,2.0,1.0,2.0
2112,KAZ,2016,6.26,2.0,-1.0,2.0,2.0
2113,BDI,2016,6.37,0.0,0.0,0.0,0.0
2114,BEN,2016,6.39,1.0,0.0,2.0,2.0
2116,GRD,2016,6.39,,,,
2122,STP,2016,6.82,0.0,0.0,0.0,0.0
2123,ZMB,2016,6.76,1.0,1.0,1.0,0.0
2124,DJI,2016,6.92,,,,
2125,LAO,2016,6.94,0.0,0.0,0.0,1.0
2126,CMR,2016,6.93,1.0,0.0,0.0,1.0
2129,VEN,2016,61.13,,,,
2131,HND,2016,63.1,1.0,0.0,1.0,0.0
2134,MDG,2016,6.99,1.0,0.0,1.0,1.0
2135,UKR,2016,6.98,,,,
2136,MNG,2016,7.14,1.0,0.0,0.0,2.0
2141,SUR,2016,7.44,,,,
2142,ECU,2016,7.6,0.0,0.0,0.0,2.0
2146,ETH,2016,7.71,,,,
2150,COM,2016,7.95,,,,
2154,SEN,2016,8.05,0.0,0.0,1.0,1.0
2155,URY,2016,7.99,,,,
2157,TZA,2016,8.11,1.0,0.0,1.0,1.0
2160,SLE,2016,8.2,,,,
2166,BOL,2016,8.52,1.0,0.0,0.0,1.0
2168,GMB,2016,8.64,,,,
2170,GAB,2016,8.78,0.0,0.0,0.0,0.0
2175,SLV,2016,86.27,1.0,0.0,1.0,1.0
2177,AFG,2016,9.02,0.0,-1.0,0.0,1.0
2178,YEM,2016,8.97,0.0,0.0,0.0,1.0
2180,PER,2016,9.18,2.0,1.0,1.0,2.0
2182,GIN,2016,9.38,2.0,0.0,2.0,0.0
2183,TGO,2016,9.41,,,,
2184,TCD,2016,9.5,,,,
2187,GNB,2016,9.6,,,,
2188,NIC,2016,9.62,2.0,0.0,2.0,2.0
2190,BFA,2016,9.75,0.0,0.0,0.0,0.0
2191,AGO,2016,9.82,,,,
2192,NGA,2016,9.79,0.0,0.0,1.0,1.0
2199,JPN,2015,0.27,2.0,2.0,-1.0,0.0
2204,SGP,2015,0.41,1.0,1.0,2.0,2.0
2206,NOR,2015,0.42,0.0,1.0,0.0,1.0
2209,BHR,2015,0.52,2.0,2.0,-1.0,2.0
2218,QAT,2015,0.56,2.0,2.0,0.0,2.0
2221,NLD,2015,0.61,2.0,2.0,0.0,2.0
2222,CHE,2015,0.6,1.0,1.0,1.0,2.0
2223,AUT,2015,0.64,2.0,1.0,2.0,2.0
2228,ESP,2015,0.64,1.0,2.0,2.0,2.0
2230,OMN,2015,0.71,2.0,2.0,-1.0,2.0
2234,ISL,2015,0.69,2.0,1.0,1.0,1.0
2235,LUX,2015,0.7,,,,
2242,IRL,2015,0.75,,,,
2247,ARE,2015,0.82,1.0,-1.0,-1.0,-1.0
2250,CZE,2015,0.77,2.0,2.0,2.0,2.0
2253,ITA,2015,0.77,1.0,1.0,2.0,2.0
2263,HRV,2015,0.88,2.0,1.0,2.0,2.0
2266,MLT,2015,0.87,,,,
2269,CHN,2015,0.95,1.0,2.0,1.0,2.0
2271,FRA,2015,0.93,,,,
2272,DEU,2015,0.92,2.0,2.0,2.0,2.0
2274,GRC,2015,0.94,,,,
2278,KOR,2015,1.03,,,,
2282,SVN,2015,0.99,0.0,2.0,1.0,2.0
2284,POL,2015,0.96,2.0,0.0,0.0,2.0
2292,BRN,2015,1.09,0.0,0.0,0.0,1.0
2293,DNK,2015,1.08,,,,
2294,AUS,2015,1.14,2.0,2.0,2.0,0.0
2308,PRT,2015,1.21,2.0,2.0,1.0,2.0
2309,SWE,2015,1.24,2.0,2.0,2.0,2.0
2314,SVK,2015,1.28,2.0,1.0,1.0,2.0
2319,GBR,2015,1.35,2.0,2.0,1.0,2.0
2322,CYP,2015,1.39,0.0,1.0,1.0,1.0
2325,NZL,2015,1.37,2.0,2.0,1.0,2.0
2326,FIN,2015,1.42,2.0,2.0,1.0,2.0
2327,MKD,2015,1.54,2.0,0.0,1.0,1.0
2328,BEL,2015,1.46,2.0,1.0,1.0,2.0
2331,MAR,2015,1.57,2.0,2.0,1.0,2.0
2334,SRB,2015,1.56,2.0,1.0,0.0,2.0
2337,ROU,2015,1.56,2.0,2.0,2.0,2.0
2338,BGR,2015,1.56,2.0,2.0,0.0,1.0
2340,HUN,2015,1.63,,,,
2343,DZA,2015,1.67,1.0,2.0,1.0,2.0
2345,BIH,2015,1.74,,,,
2346,CAN,2015,1.69,2.0,2.0,2.0,2.0
2350,VNM,2015,1.79,2.0,2.0,2.0,1.0
2358,KWT,2015,1.83,0.0,2.0,0.0,2.0
2362,ISR,2015,1.83,1.0,2.0,2.0,2.0
2363,SAU,2015,1.91,2.0,2.0,0.0,1.0
2364,UZB,2015,1.86,2.0,0.0,0.0,1.0
2366,NGA,2015,9.95,0.0,0.0,1.0,1.0
2367,AGO,2015,10.05,,,,
2369,NIC,2015,10.24,2.0,0.0,2.0,2.0
2371,NER,2015,10.36,0.0,2.0,0.0,1.0
2372,COG,2015,10.5,,,,
2374,PRY,2015,10.49,,,,
2378,LBR,2015,10.81,1.0,1.0,1.0,1.0
2379,PNG,2015,10.82,0.0,0.0,0.0,1.0
2383,BRB,2015,11.22,,,,
2384,MLI,2015,11.37,,,,
2385,ERI,2015,11.44,,,,
2387,CRI,2015,11.43,0.0,2.0,2.0,2.0
2388,RUS,2015,11.48,0.0,2.0,1.0,1.0
2389,MRT,2015,11.64,1.0,0.0,0.0,0.0
2390,CPV,2015,11.69,,,,
2394,CIV,2015,12.17,,,,
2401,UGA,2015,13.19,1.0,1.0,0.0,1.0
2402,ZWE,2015,13.43,1.0,1.0,0.0,0.0
2403,COD,2015,13.39,,,,
2404,SYC,2015,13.42,1.0,2.0,1.0,2.0
2415,SSD,2015,14.65,,,,
2420,PHL,2015,15.32,1.0,1.0,0.0,2.0
2423,IRQ,2015,16.04,1.0,2.0,0.0,2.0
2429,BWA,2015,16.95,0.0,1.0,2.0,2.0
2430,MEX,2015,17.11,2.0,1.0,2.0,2.0
2432,PAN,2015,17.25,0.0,2.0,1.0,1.0
2439,LCA,2015,18.54,,,,
2441,NAM,2015,19.01,,,,
2443,SWZ,2015,19.42,1.0,0.0,0.0,2.0
2445,DOM,2015,19.93,1.0,2.0,0.0,2.0
2446,BTN,2015,2.04,0.0,0.0,1.0,1.0
2449,MDV,2015,2.03,1.0,0.0,0.0,2.0
2450,TJK,2015,2.05,1.0,2.0,0.0,1.0
2462,FJI,2015,2.31,1.0,1.0,0.0,1.0
2465,MUS,2015,2.35,,,,
2470,KHM,2015,2.44,0.0,0.0,0.0,0.0
2471,ATG,2015,2.41,,,,
2473,LBY,2015,2.42,,,,
2474,VUT,2015,2.49,0.0,0.0,0.0,0.0
2481,AZE,2015,2.63,0.0,0.0,0.0,1.0
2482,SYR,2015,2.62,,,,
2488,MWI,2015,2.65,1.0,1.0,2.0,2.0
2491,NPL,2015,2.67,1.0,0.0,0.0,1.0
2495,MYS,2015,2.82,2.0,2.0,0.0,1.0
2496,JOR,2015,2.83,0.0,2.0,0.0,2.0
2500,GEO,2015,2.91,1.0,0.0,0.0,2.0
2503,HTI,2015,20.77,,,,
2507,CAF,2015,21.9,,,,
2508,GUY,2015,22.6,1.0,0.0,0.0,1.0
2511,VCT,2015,26.25,,,,
2513,GTM,2015,28.2,0.0,0.0,0.0,2.0
2518,LKA,2015,3.02,,,,
2519,BGD,2015,2.99,1.0,1.0,0.0,1.0
2526,WSM,2015,3.32,0.0,0.0,1.0,0.0
2529,TUN,2015,3.29,1.0,2.0,0.0,0.0
2534,GNQ,2015,3.45,,,,
2537,MNE,2015,3.44,1.0,2.0,1.0,2.0
2538,IRN,2015,3.35,1.0,1.0,1.0,2.0
2543,EST,2015,3.47,1.0,1.0,1.0,1.0
2549,TON,2015,3.66,,,,
2550,BLR,2015,3.71,2.0,2.0,2.0,2.0
2556,ARM,2015,3.88,1.0,2.0,0.0,1.0
2562,BRA,2015,31.72,2.0,2.0,2.0,2.0
2565,BHS,2015,34.0,,,,
2567,BLZ,2015,34.39,2.0,1.0,2.0,2.0
2570,TTO,2015,36.47,2.0,2.0,1.0,2.0
2571,ZAF,2015,38.05,1.0,1.0,1.0,2.0
2573,EGY,2015,3.98,1.0,1.0,0.0,1.0
2575,ALB,2015,3.96,1.0,2.0,1.0,1.0
2577,IND,2015,3.99,1.0,2.0,1.0,2.0
2579,TLS,2015,4.09,,,,
2581,MOZ,2015,4.06,1.0,0.0,2.0,1.0
2582,MMR,2015,4.1,1.0,1.0,1.0,1.0
2584,TKM,2015,4.08,,,,
2590,LBN,2015,4.15,,,,
2593,SLB,2015,4.29,1.0,0.0,0.0,1.0
2595,PRK,2015,4.44,,,,
2596,CHL,2015,4.53,,,,
2597,FSM,2015,4.65,,,,
2599,IDN,2015,4.58,1.0,1.0,1.0,1.0
2602,RWA,2015,4.67,2.0,2.0,2.0,2.0
2605,TUR,2015,4.89,1.0,2.0,0.0,2.0
2608,COL,2015,44.4,0.0,1.0,2.0,2.0
2609,LSO,2015,45.34,,,,
2610,JAM,2015,48.02,2.0,1.0,1.0,2.0
2620,KIR,2015,5.21,1.0,1.0,0.0,1.0
2622,THA,2015,5.22,2.0,2.0,2.0,2.0
2634,GRD,2015,5.48,,,,
2636,MDA,2015,5.49,2.0,0.0,0.0,2.0
2637,SOM,2015,5.64,,,,
2641,CUB,2015,5.69,2.0,2.0,2.0,2.0
2642,LTU,2015,5.72,1.0,2.0,0.0,2.0
2644,USA,2015,5.72,2.0,2.0,1.0,2.0
2645,KGZ,2015,5.83,1.0,1.0,1.0,2.0
2650,BDI,2015,6.05,0.0,0.0,0.0,0.0
2654,KEN,2015,5.99,1.0,1.0,0.0,1.0
2655,LVA,2015,6.09,1.0,0.0,0.0,1.0
2657,SDN,2015,6.21,1.0,0.0,0.0,2.0
2659,GHA,2015,6.26,1.0,1.0,1.0,2.0
2663,BEN,2015,6.43,1.0,0.0,2.0,2.0
2668,KAZ,2015,6.39,2.0,-1.0,2.0,2.0
2669,ARG,2015,6.37,,,,
2670,PAK,2015,6.46,,,,
2675,ZMB,2015,6.77,1.0,1.0,1.0,0.0
2676,STP,2015,6.89,0.0,0.0,0.0,0.0
2677,UKR,2015,6.9,,,,
2679,VEN,2015,61.18,,,,
2682,HND,2015,68.58,1.0,0.0,1.0,0.0
2683,DJI,2015,7.0,,,,
2684,LAO,2015,6.99,0.0,0.0,0.0,1.0
2685,CMR,2015,7.04,1.0,0.0,0.0,1.0
2686,MDG,2015,7.14,1.0,0.0,1.0,1.0
2688,SUR,2015,7.17,,,,
2691,MNG,2015,7.52,1.0,0.0,0.0,2.0
2694,ETH,2015,7.86,,,,
2698,COM,2015,8.01,,,,
2700,URY,2015,8.03,,,,
2703,SLE,2015,8.22,,,,
2704,SEN,2015,8.2,0.0,0.0,1.0,1.0
2709,TZA,2015,8.46,1.0,0.0,1.0,1.0
2712,PER,2015,8.63,2.0,1.0,1.0,2.0
2713,YEM,2015,8.58,0.0,0.0,0.0,1.0
2715,GMB,2015,8.79,,,,
2716,ECU,2015,8.81,0.0,0.0,0.0,2.0
2717,GAB,2015,8.95,0.0,0.0,0.0,0.0
2721,SLV,2015,87.54,1.0,0.0,1.0,1.0
2722,BOL,2015,9.03,1.0,0.0,0.0,1.0
2724,AFG,2015,9.09,0.0,-1.0,0.0,1.0
2734,GIN,2015,9.43,2.0,0.0,2.0,0.0
2736,TGO,2015,9.46,,,,
2737,TCD,2015,9.55,,,,
2738,GNB,2015,9.6,,,,
2742,BFA,2015,9.85,0.0,0.0,0.0,0.0
2746,SGP,2014,0.25,1.0,1.0,2.0,2.0
2751,JPN,2014,0.3,2.0,2.0,-1.0,0.0
2757,AUT,2014,0.48,2.0,1.0,2.0,2.0
2764,QAT,2014,0.59,2.0,2.0,0.0,2.0
2767,NOR,2014,0.57,0.0,1.0,0.0,1.0
2774,CHE,2014,0.59,1.0,1.0,1.0,2.0
2777,LUX,2014,0.62,,,,
2780,BHR,2014,0.7,2.0,2.0,-1.0,2.0
2782,OMN,2014,0.74,2.0,2.0,-1.0,2.0
2784,ISL,2014,0.65,2.0,1.0,1.0,1.0
2787,ESP,2014,0.7,1.0,2.0,2.0,2.0
2789,NLD,2014,0.72,2.0,2.0,0.0,2.0
2795,ARE,2014,0.84,1.0,-1.0,-1.0,-1.0
2798,BRN,2014,0.85,0.0,0.0,0.0,1.0
2804,CZE,2014,0.8,2.0,2.0,2.0,2.0
2807,ITA,2014,0.82,1.0,1.0,2.0,2.0
2813,HRV,2014,0.9,2.0,1.0,2.0,2.0
2814,FRA,2014,0.88,,,,
2815,DEU,2014,0.89,2.0,2.0,2.0,2.0
2824,KOR,2014,1.04,,,,
2825,SWE,2014,0.97,2.0,2.0,2.0,2.0
2826,CHN,2014,0.98,1.0,2.0,1.0,2.0
2829,SVN,2014,0.98,0.0,2.0,1.0,2.0
2831,POL,2014,0.99,2.0,0.0,0.0,2.0
2833,NZL,2014,1.02,2.0,2.0,1.0,2.0
2840,DNK,2014,1.07,,,,
2842,AUS,2014,1.09,2.0,2.0,2.0,0.0
2846,IRL,2014,1.14,,,,
2850,CYP,2014,1.19,0.0,1.0,1.0,1.0
2851,MLT,2014,1.17,,,,
2854,GRC,2014,1.17,,,,
2859,SVK,2014,1.31,2.0,1.0,1.0,2.0
2862,PRT,2014,1.28,2.0,2.0,1.0,2.0
2867,MAR,2014,1.45,2.0,2.0,1.0,2.0
2874,GBR,2014,1.37,2.0,2.0,1.0,2.0
2875,BEL,2014,1.46,2.0,1.0,1.0,2.0
2876,CAN,2014,1.47,2.0,2.0,2.0,2.0
2877,FIN,2014,1.49,2.0,2.0,1.0,2.0
2882,MKD,2014,1.56,2.0,0.0,1.0,1.0
2885,BGR,2014,1.6,2.0,2.0,0.0,1.0
2887,UZB,2014,1.6,2.0,0.0,0.0,1.0
2890,DZA,2014,1.67,1.0,2.0,1.0,2.0
2892,BIH,2014,1.72,,,,
2897,HUN,2014,1.71,,,,
2899,VNM,2014,1.8,2.0,2.0,2.0,1.0
2902,SRB,2014,1.76,2.0,1.0,0.0,2.0
2906,SAU,2014,1.92,2.0,2.0,0.0,1.0
2910,KWT,2014,1.88,0.0,2.0,0.0,2.0
2911,MUS,2014,1.89,,,,
2913,ROU,2014,1.85,2.0,2.0,2.0,2.0
2914,ISR,2014,1.9,1.0,2.0,2.0,2.0
2917,CRI,2014,10.01,0.0,2.0,2.0,2.0
2918,AGO,2014,10.15,,,,
2919,NGA,2014,10.13,0.0,0.0,1.0,1.0
2921,GNB,2014,10.17,,,,
2922,BOL,2014,10.16,1.0,0.0,0.0,1.0
2924,ECU,2014,10.24,0.0,0.0,0.0,2.0
2927,NER,2014,10.51,0.0,2.0,0.0,1.0
2928,COG,2014,10.54,,,,
2932,PRY,2014,10.61,,,,
2934,PNG,2014,10.77,0.0,0.0,0.0,1.0
2936,NIC,2014,10.86,2.0,0.0,2.0,2.0
2941,BRB,2014,11.19,,,,
2942,ERI,2014,11.34,,,,
2944,RUS,2014,11.42,0.0,2.0,1.0,1.0
2945,MLI,2014,11.52,,,,
2946,LBR,2014,11.54,1.0,1.0,1.0,1.0
2947,MRT,2014,11.72,1.0,0.0,0.0,0.0
2953,CIV,2014,12.31,,,,
2954,CPV,2014,12.28,,,,
2957,UGA,2014,13.23,1.0,1.0,0.0,1.0
2960,ZWE,2014,13.42,1.0,1.0,0.0,0.0
2961,COD,2014,13.4,,,,
2966,SSD,2014,14.32,,,,
2976,PHL,2014,15.73,1.0,1.0,0.0,2.0
2977,SYC,2014,15.85,1.0,2.0,1.0,2.0
2979,IRQ,2014,16.04,1.0,2.0,0.0,2.0
2982,MEX,2014,16.74,2.0,1.0,2.0,2.0
2987,BWA,2014,16.97,0.0,1.0,2.0,2.0
2998,NAM,2014,19.03,,,,
2999,LCA,2014,19.22,,,,
3001,PAN,2014,19.52,0.0,2.0,1.0,1.0
3003,TJK,2014,2.05,1.0,2.0,0.0,1.0
3007,MDV,2014,2.07,1.0,0.0,0.0,2.0
3017,FJI,2014,2.31,1.0,1.0,0.0,1.0
3023,KHM,2014,2.44,0.0,0.0,0.0,0.0
3024,VUT,2014,2.52,0.0,0.0,0.0,0.0
3028,ATG,2014,2.5,,,,
3032,LBY,2014,2.46,,,,
3034,SYR,2014,2.61,,,,
3038,NPL,2014,2.66,1.0,0.0,0.0,1.0
3040,BTN,2014,2.71,0.0,0.0,1.0,1.0
3041,MWI,2014,2.66,1.0,1.0,2.0,2.0
3042,AZE,2014,2.68,0.0,0.0,0.0,1.0
3046,MYS,2014,2.83,2.0,2.0,0.0,1.0
3047,JOR,2014,2.85,0.0,2.0,0.0,2.0
3057,SWZ,2014,20.05,1.0,0.0,0.0,2.0
3058,HTI,2014,20.86,,,,
3062,DOM,2014,21.6,1.0,2.0,0.0,2.0
3063,CAF,2014,21.75,,,,
3067,VCT,2014,24.41,,,,
3068,GUY,2014,26.09,1.0,0.0,0.0,1.0
3078,BGD,2014,3.14,1.0,1.0,0.0,1.0
3084,TUN,2014,3.29,1.0,2.0,0.0,0.0
3085,MNE,2014,3.27,1.0,2.0,1.0,2.0
3086,LKA,2014,3.26,,,,
3088,WSM,2014,3.38,0.0,0.0,1.0,0.0
3093,GEO,2014,3.43,1.0,0.0,0.0,2.0
3095,EST,2014,3.4,1.0,1.0,1.0,1.0
3096,GNQ,2014,3.49,,,,
3100,IRN,2014,3.49,1.0,1.0,1.0,2.0
3106,TON,2014,3.65,,,,
3109,BLR,2014,3.79,2.0,2.0,2.0,2.0
3111,ARM,2014,3.9,1.0,2.0,0.0,1.0
3114,GTM,2014,31.77,0.0,0.0,0.0,2.0
3115,BRA,2014,31.84,2.0,2.0,2.0,2.0
3117,BHS,2014,33.14,,,,
3120,BLZ,2014,34.31,2.0,1.0,2.0,2.0
3123,TTO,2014,36.47,2.0,2.0,1.0,2.0
3125,ZAF,2014,37.3,1.0,1.0,1.0,2.0
3129,EGY,2014,4.03,1.0,1.0,0.0,1.0
3133,MOZ,2014,4.09,1.0,0.0,2.0,1.0
3134,MMR,2014,4.13,1.0,1.0,1.0,1.0
3137,IND,2014,4.11,1.0,2.0,1.0,2.0
3148,LBN,2014,4.25,,,,
3149,TKM,2014,4.28,,,,
3150,SLB,2014,4.42,1.0,0.0,0.0,1.0
3152,PRK,2014,4.49,,,,
3153,ALB,2014,4.47,1.0,2.0,1.0,1.0
3154,TLS,2014,4.58,,,,
3155,IDN,2014,4.64,1.0,1.0,1.0,1.0
3156,FSM,2014,4.65,,,,
3160,RWA,2014,4.86,2.0,2.0,2.0,2.0
3161,TUR,2014,4.89,1.0,2.0,0.0,2.0
3163,LSO,2014,41.8,,,,
3165,JAM,2014,45.6,2.0,1.0,1.0,2.0
3167,COL,2014,47.67,0.0,1.0,2.0,2.0
3173,CHL,2014,4.96,,,,
3175,USA,2014,5.11,2.0,2.0,1.0,2.0
3178,KIR,2014,5.28,1.0,1.0,0.0,1.0
3183,GRD,2014,5.4,,,,
3189,CUB,2014,5.48,2.0,2.0,2.0,2.0
3190,SOM,2014,5.64,,,,
3195,MDA,2014,5.62,2.0,0.0,0.0,2.0
3200,KGZ,2014,5.89,1.0,1.0,1.0,2.0
3201,LTU,2014,5.9,1.0,2.0,0.0,2.0
3207,STP,2014,6.0,0.0,0.0,0.0,0.0
3209,THA,2014,5.99,2.0,2.0,2.0,2.0
3213,KEN,2014,6.1,1.0,1.0,0.0,1.0
3214,BDI,2014,6.19,0.0,0.0,0.0,0.0
3216,GHA,2014,6.33,1.0,1.0,1.0,2.0
3218,SDN,2014,6.32,1.0,0.0,0.0,2.0
3219,LVA,2014,6.29,1.0,0.0,0.0,1.0
3224,BEN,2014,6.49,1.0,0.0,2.0,2.0
3227,ARG,2014,6.47,,,,
3230,ZMB,2014,6.87,1.0,1.0,1.0,0.0
3231,SUR,2014,6.93,,,,
3233,KAZ,2014,6.91,2.0,-1.0,2.0,2.0
3234,UKR,2014,6.85,,,,
3235,VEN,2014,61.17,,,,
3239,LAO,2014,7.04,0.0,0.0,0.0,1.0
3240,DJI,2014,7.07,,,,
3242,CMR,2014,7.25,1.0,0.0,0.0,1.0
3243,MDG,2014,7.39,1.0,0.0,1.0,1.0
3244,PAK,2014,7.37,,,,
3249,URY,2014,7.81,,,,
3252,SLV,2014,73.97,1.0,0.0,1.0,1.0
3253,HND,2014,74.93,1.0,0.0,1.0,0.0
3255,YEM,2014,8.04,0.0,0.0,0.0,1.0
3256,ETH,2014,7.99,,,,
3258,COM,2014,8.06,,,,
3260,MNG,2014,8.07,1.0,0.0,0.0,2.0
3261,PER,2014,8.1,2.0,1.0,1.0,2.0
3269,SEN,2014,8.29,0.0,0.0,1.0,1.0
3271,SLE,2014,8.37,,,,
3274,AFG,2014,8.55,0.0,-1.0,0.0,1.0
3276,TZA,2014,8.8,1.0,0.0,1.0,1.0
3278,GMB,2014,8.94,,,,
3280,GAB,2014,9.07,0.0,0.0,0.0,0.0
3286,GIN,2014,9.49,2.0,0.0,2.0,0.0
3287,TGO,2014,9.52,,,,
3291,TCD,2014,9.59,,,,
3293,BFA,2014,9.91,0.0,0.0,0.0,0.0
3298,JPN,2013,0.28,2.0,2.0,-1.0,0.0
3301,SGP,2013,0.36,1.0,1.0,2.0,2.0
3304,BHR,2013,0.52,2.0,2.0,-1.0,2.0
3308,LUX,2013,0.5,,,,
3315,QAT,2013,0.6,2.0,2.0,0.0,2.0
3323,ISL,2013,0.61,2.0,1.0,1.0,1.0
3325,CHE,2013,0.62,1.0,1.0,1.0,2.0
3330,AUT,2013,0.69,2.0,1.0,2.0,2.0
3333,NLD,2013,0.73,2.0,2.0,0.0,2.0
3335,ESP,2013,0.74,1.0,2.0,2.0,2.0
3338,OMN,2013,0.79,2.0,2.0,-1.0,2.0
3347,ITA,2013,0.84,1.0,1.0,2.0,2.0
3348,ARE,2013,0.85,1.0,-1.0,-1.0,-1.0
3352,CZE,2013,0.85,2.0,2.0,2.0,2.0
3353,DEU,2013,0.88,2.0,2.0,2.0,2.0
3360,BRN,2013,0.99,0.0,0.0,0.0,1.0
3362,DNK,2013,0.95,,,,
3363,MKD,2013,1.04,2.0,0.0,1.0,1.0
3365,FRA,2013,0.96,,,,
3367,SWE,2013,0.99,2.0,2.0,2.0,2.0
3369,SVN,2013,1.04,0.0,2.0,1.0,2.0
3370,NOR,2013,0.96,0.0,1.0,0.0,1.0
3372,CHN,2013,1.03,1.0,2.0,1.0,2.0
3373,POL,2013,1.04,2.0,0.0,0.0,2.0
3380,AUS,2013,1.11,2.0,2.0,2.0,0.0
3381,HRV,2013,1.1,2.0,1.0,2.0,2.0
3390,KOR,2013,1.15,,,,
3393,IRL,2013,1.15,,,,
3403,SVK,2013,1.34,2.0,1.0,1.0,2.0
3404,NZL,2013,1.29,2.0,2.0,1.0,2.0
3405,PRT,2013,1.31,2.0,2.0,1.0,2.0
3415,BEL,2013,1.43,2.0,1.0,1.0,2.0
3416,CAN,2013,1.44,2.0,2.0,2.0,2.0
3417,GBR,2013,1.4,2.0,2.0,1.0,2.0
3419,MAR,2013,1.47,2.0,2.0,1.0,2.0
3421,GRC,2013,1.49,,,,
3422,HUN,2013,1.47,,,,
3426,DZA,2013,1.58,1.0,2.0,1.0,2.0
3429,CYP,2013,1.59,0.0,1.0,1.0,1.0
3430,MLT,2013,1.56,,,,
3432,FIN,2013,1.56,2.0,2.0,1.0,2.0
3434,BIH,2013,1.72,,,,
3436,BGR,2013,1.65,2.0,2.0,0.0,1.0
3441,VNM,2013,1.81,2.0,2.0,2.0,1.0
3445,KWT,2013,1.84,0.0,2.0,0.0,2.0
3448,SAU,2013,1.92,2.0,2.0,0.0,1.0
3455,ROU,2013,1.86,2.0,2.0,2.0,2.0
3458,UZB,2013,1.95,2.0,0.0,0.0,1.0
3463,NGA,2013,10.23,0.0,0.0,1.0,1.0
3465,GNB,2013,10.29,,,,
3466,AGO,2013,10.25,,,,
3472,NER,2013,10.59,0.0,2.0,0.0,1.0
3473,COG,2013,10.62,,,,
3475,LBR,2013,10.72,1.0,1.0,1.0,1.0
3477,PNG,2013,10.76,0.0,0.0,0.0,1.0
3479,BOL,2013,11.01,1.0,0.0,0.0,1.0
3480,PRY,2013,11.04,,,,
3481,RUS,2013,11.12,0.0,2.0,1.0,1.0
3483,ERI,2013,11.29,,,,
3485,BRB,2013,11.4,,,,
3486,MLI,2013,11.64,,,,
3487,MRT,2013,11.68,1.0,0.0,0.0,0.0
3488,NIC,2013,11.8,2.0,0.0,2.0,2.0
3489,CPV,2013,11.92,,,,
3493,ECU,2013,11.95,0.0,0.0,0.0,2.0
3495,CIV,2013,12.41,,,,
3499,UGA,2013,12.9,1.0,1.0,0.0,1.0
3503,COD,2013,13.4,,,,
3504,ZWE,2013,13.55,1.0,1.0,0.0,0.0
3507,SSD,2013,14.02,,,,
