SpatialDimValueCode,Period,FactValueNumeric
GNB,2006,15.49
TCD,2006,15.58
BFA,2006,15.94
SOM,2006,16.16
GAB,2006,16.35
EST,2006,16.82
SLB,2006,16.8
AGO,2006,17.06
BEL,2006,16.58
COG,2006,17.16
LKA,2006,18.41
BDI,2006,17.53
LVA,2006,19.09
JPN,2006,18.44
TGO,2006,19.19
FIN,2006,18.25
CPV,2006,18.16
MDA,2006,17.51
PRY,2005,4.61
BLR,2005,37.25
KAZ,2005,38.59
SAU,2005,4.11
TLS,2005,4.31
COL,2005,4.33
MLT,2005,4.37
MEX,2005,4.35
MMR,2005,4.49
LBY,2005,4.58
IRQ,2005,5.13
AZE,2005,4.69
TJK,2005,4.71
TON,2005,4.79
VEN,2005,4.77
ITA,2005,4.81
BWA,2005,43.43
RUS,2005,43.56
LSO,2005,46.74
BRA,2005,4.96
GUY,2005,35.58
LTU,2005,36.88
PNG,2005,3.19
KIR,2005,32.52
ARM,2005,3.81
KOR,2005,23.97
NAM,2005,24.69
SUR,2005,26.99
CAF,2005,27.24
ZAF,2005,27.46
FSM,2005,27.65
UKR,2005,28.27
LKA,2005,28.58
HND,2005,2.98
PER,2005,2.96
TUR,2005,2.96
SDN,2005,5.39
BHS,2005,3.15
GRD,2005,3.22
IDN,2005,3.33
EGY,2005,3.59
TUN,2005,3.69
DZA,2005,3.82
MDV,2005,3.83
PAN,2005,5.31
DEU,2005,9.81
GEO,2005,5.45
LAO,2005,7.74
MKD,2005,7.65
PRT,2005,7.91
YEM,2005,7.97
SLV,2005,8.2
LBR,2005,8.28
NLD,2005,8.26
SYC,2005,8.43
THA,2005,8.52
ARG,2005,8.54
MUS,2005,8.65
MLI,2005,8.75
PRK,2005,9.04
BIH,2005,8.95
COM,2005,9.1
NGA,2005,9.21
CHL,2005,9.49
BHR,2005,9.62
BGR,2005,9.56
VCT,2005,9.76
ALB,2005,7.68
AFG,2005,7.64
BGD,2005,5.57
LCA,2005,7.41
DOM,2005,5.59
MRT,2005,5.73
MYS,2005,5.65
BTN,2005,5.99
IRN,2005,5.97
ESP,2005,5.97
NIC,2005,6.07
OMN,2005,6.16
QAT,2005,6.27
ISR,2005,6.62
CRI,2005,6.69
KHM,2005,6.81
ARE,2005,6.76
VNM,2005,6.94
GBR,2005,6.94
SWZ,2005,60.09
SSD,2005,7.1
BLZ,2005,7.09
BOL,2005,7.41
MNG,2005,23.91
LVA,2005,22.07
ZMB,2005,22.13
NZL,2005,12.52
DNK,2005,11.1
CUB,2005,11.1
NOR,2005,11.44
GMB,2005,11.44
SVK,2005,11.56
DJI,2005,12.02
HTI,2005,11.99
TTO,2005,12.05
GHA,2005,12.16
CZE,2005,12.61
MWI,2005,14.32
SWE,2005,12.69
CHN,2005,12.83
KEN,2005,12.92
URY,2005,13.26
AUT,2005,13.28
SEN,2005,13.26
CHE,2005,14.06
GNQ,2005,14.11
COD,2005,14.06
PAK,2005,10.97
LUX,2005,10.87
SLE,2005,10.93
ISL,2005,10.81
ZWE,2005,21.97
ATG,2005,1.32
JAM,2005,1.6
SYR,2005,1.78
BRN,2005,1.94
NPL,2005,9.98
SGP,2005,9.96
MAR,2005,10.05
NER,2005,10.12
AUS,2005,10.07
FJI,2005,10.16
UZB,2005,10.22
ROU,2005,10.2
TZA,2005,10.3
ECU,2005,10.3
GIN,2005,10.41
CAN,2005,10.58
USA,2005,10.69
MDG,2005,10.68
GTM,2005,14.16
IRL,2005,10.98
KGZ,2005,14.55
JOR,2005,2.75
MNE,2005,18.72
TGO,2005,18.75
JPN,2005,18.81
EST,2005,19.05
STP,2005,2.12
BRB,2005,2.17
CYP,2005,2.34
PHL,2005,2.36
KWT,2005,2.7
LBN,2005,2.89
BDI,2005,17.94
GRC,2005,2.87
CIV,2005,20.35
HUN,2005,20.48
CMR,2005,20.56
SVN,2005,20.64
UGA,2005,20.84
ERI,2005,20.95
VUT,2005,21.42
BEN,2005,14.69
CPV,2005,18.49
MOZ,2005,21.43
COG,2005,17.36
GAB,2005,15.66
FRA,2005,14.82
HRV,2005,15.03
RWA,2005,14.97
POL,2005,15.22
ETH,2005,15.34
SRB,2005,15.64
GNB,2005,15.61
TCD,2005,15.64
WSM,2005,15.26
TKM,2005,15.81
SLB,2005,16.79
BFA,2005,15.87
IND,2005,17.01
FIN,2005,16.88
MDA,2005,17.06
BEL,2005,16.74
SOM,2005,16.61
AGO,2005,16.26
GRD,2004,4.89
AZE,2004,4.5
MMR,2004,4.63
PRY,2004,4.64
TJK,2004,4.55
LBY,2004,4.67
COL,2004,4.7
BRA,2004,4.73
ALB,2004,4.86
MLT,2004,4.85
BGD,2004,5.56
BWA,2004,40.94
RUS,2004,43.92
LSO,2004,47.06
TON,2004,5.01
VEN,2004,5.06
ITA,2004,5.14
IRQ,2004,5.16
SDN,2004,5.29
DOM,2004,5.32
MEX,2004,4.26
TLS,2004,4.38
EGY,2004,3.66
DZA,2004,3.97
KAZ,2004,39.28
ZAF,2004,27.91
CAF,2004,28.05
UKR,2004,28.37
HND,2004,2.97
JOR,2004,2.99
PER,2004,3.06
PNG,2004,3.17
TUR,2004,3.16
BHS,2004,3.34
IDN,2004,3.47
ARM,2004,3.64
MYS,2004,5.81
TUN,2004,3.78
MDV,2004,3.83
SAU,2004,3.91
KIR,2004,31.99
BLR,2004,36.05
GUY,2004,37.31
LTU,2004,38.08
SUR,2004,26.63
THA,2004,9.89
VCT,2004,5.76
MUS,2004,7.95
NLD,2004,8.13
BIH,2004,8.4
CRI,2004,8.37
LBR,2004,8.48
MLI,2004,8.57
ARG,2004,8.68
BLZ,2004,8.84
PRK,2004,9.23
AUS,2004,9.21
COM,2004,9.33
NGA,2004,9.25
SYC,2004,9.33
ECU,2004,9.43
MKD,2004,9.43
NER,2004,9.83
NPL,2004,9.83
BHR,2004,9.78
LUX,2004,9.81
UZB,2004,9.81
YEM,2004,8.12
AFG,2004,7.77
SWZ,2004,57.92
LAO,2004,7.8
MRT,2004,6.01
BTN,2004,6.12
OMN,2004,6.12
PAN,2004,6.07
ISR,2004,6.12
NIC,2004,6.43
GEO,2004,6.4
ESP,2004,6.42
IRN,2004,6.45
KHM,2004,6.6
QAT,2004,6.63
ARE,2004,6.78
VNM,2004,7.01
SSD,2004,7.23
GBR,2004,7.23
LCA,2004,7.26
SLV,2004,7.34
BOL,2004,7.53
PRT,2004,7.45
FSM,2004,27.11
WSM,2004,15.14
MNG,2004,23.92
TTO,2004,12.58
NOR,2004,11.74
HTI,2004,11.66
SWE,2004,11.94
GHA,2004,11.91
SVK,2004,11.86
CUB,2004,12.02
DJI,2004,12.12
NZL,2004,12.17
KEN,2004,12.22
CZE,2004,13.12
MWI,2004,15.04
CHN,2004,13.39
SEN,2004,13.44
AUT,2004,13.63
CHE,2004,13.65
GTM,2004,13.94
URY,2004,13.87
KGZ,2004,14.21
COD,2004,14.23
GNQ,2004,14.62
GMB,2004,11.63
ISL,2004,11.48
PAK,2004,11.21
IRL,2004,11.07
CYP,2004,0.82
BRB,2004,0.96
JAM,2004,1.72
BRN,2004,1.78
SYR,2004,1.8
FJI,2004,10.04
CHL,2004,10.01
MAR,2004,10.21
SGP,2004,10.34
CAN,2004,10.27
GIN,2004,10.44
DEU,2004,10.38
BGR,2004,10.52
USA,2004,10.79
ROU,2004,10.77
MDG,2004,10.95
TZA,2004,10.87
SLE,2004,10.96
DNK,2004,11.11
BEN,2004,14.85
NAM,2004,23.38
HRV,2004,15.1
TGO,2004,18.69
CMR,2004,19.37
ATG,2004,1.95
STP,2004,2.16
PHL,2004,2.2
GRC,2004,2.48
KWT,2004,2.74
LBN,2004,2.88
UGA,2004,20.52
MOZ,2004,21.12
CIV,2004,21.21
ZWE,2004,21.47
HUN,2004,21.6
VUT,2004,21.94
LKA,2004,22.08
LVA,2004,22.05
SVN,2004,22.29
ZMB,2004,22.47
KOR,2004,23.08
EST,2004,23.15
FIN,2004,18.86
ERI,2004,20.88
BDI,2004,18.55
SLB,2004,16.46
JPN,2004,18.42
POL,2004,15.25
GAB,2004,15.21
FRA,2004,15.29
TCD,2004,15.65
BFA,2004,15.82
ETH,2004,15.79
GNB,2004,16.2
RWA,2004,16.2
TKM,2004,15.19
MDA,2004,16.57
AGO,2004,17.19
SRB,2004,16.69
CPV,2004,18.28
COG,2004,18.25
MNE,2004,18.45
SOM,2004,16.83
IND,2004,16.82
BEL,2004,16.67
BRA,2003,4.69
SAU,2003,4.02
DZA,2003,4.12
MEX,2003,4.27
MLT,2003,4.48
MDV,2003,4.55
AZE,2003,4.04
TJK,2003,4.55
TLS,2003,4.73
MMR,2003,4.67
BWA,2003,40.34
COL,2003,4.81
ALB,2003,4.94
LTU,2003,40.19
RUS,2003,45.35
LSO,2003,45.68
TON,2003,5.08
IRQ,2003,5.21
LBY,2003,5.34
KAZ,2003,39.05
DOM,2003,5.33
VUT,2003,22.47
GUY,2003,38.13
CAF,2003,29.06
SDN,2003,5.35
SVN,2003,23.11
MNG,2003,23.84
LVA,2003,24.46
NAM,2003,25.46
FSM,2003,26.3
SUR,2003,27.36
ZAF,2003,28.67
UKR,2003,28.96
HND,2003,3.04
BLR,2003,37.09
PNG,2003,3.11
JOR,2003,3.13
PER,2003,3.24
TUR,2003,3.3
IDN,2003,3.55
EGY,2003,3.71
PRY,2003,3.71
TUN,2003,3.85
KIR,2003,32.47
ITA,2003,5.27
MUS,2003,7.64
VEN,2003,5.6
LCA,2003,7.7
NLD,2003,8.01
YEM,2003,8.09
CRI,2003,8.14
BLZ,2003,8.17
LBR,2003,8.27
MKD,2003,8.27
BIH,2003,8.45
MLI,2003,8.55
PRT,2003,8.7
ECU,2003,8.89
SYC,2003,9.13
NGA,2003,9.16
PRK,2003,9.43
AUS,2003,9.61
ARG,2003,9.66
CHL,2003,9.69
COM,2003,9.84
BHR,2003,9.93
KOR,2003,22.27
LAO,2003,7.97
AFG,2003,7.72
GEO,2003,5.69
BOL,2003,7.72
BGD,2003,5.81
MRT,2003,5.93
MYS,2003,5.91
SWZ,2003,55.43
PAN,2003,6.32
BTN,2003,6.35
OMN,2003,6.43
VCT,2003,6.42
ISR,2003,6.4
ESP,2003,6.42
KHM,2003,6.46
NIC,2003,6.65
ARE,2003,6.8
IRN,2003,6.75
QAT,2003,6.88
VNM,2003,6.95
GBR,2003,7.03
SLV,2003,7.22
SSD,2003,7.26
EST,2003,22.32
HUN,2003,21.79
GHA,2003,11.44
LUX,2003,12.85
BRB,2003,0.8
GMB,2003,11.52
ROU,2003,11.57
SWE,2003,11.68
TZA,2003,11.89
CUB,2003,11.98
HTI,2003,12.01
ISL,2003,12.01
DJI,2003,12.06
TTO,2003,12.9
BEN,2003,14.81
CHN,2003,13.0
SVK,2003,13.01
KEN,2003,13.2
SEN,2003,13.61
CZE,2003,13.69
CHE,2003,13.84
GTM,2003,13.86
URY,2003,14.16
AUT,2003,14.25
IRL,2003,11.26
PAK,2003,11.28
BGR,2003,11.18
SGP,2003,11.07
CIV,2003,21.73
ATG,2003,1.44
BRN,2003,1.57
SYR,2003,1.8
JAM,2003,1.87
NER,2003,10.02
NPL,2003,9.95
GIN,2003,10.23
THA,2003,10.15
MAR,2003,10.34
DNK,2003,10.31
UZB,2003,10.39
FJI,2003,10.48
USA,2003,10.57
DEU,2003,10.79
CAN,2003,10.89
NOR,2003,10.96
SLE,2003,11.0
MDG,2003,10.98
COD,2003,14.4
NZL,2003,12.95
POL,2003,14.91
ARM,2003,2.49
TGO,2003,18.57
FIN,2003,18.92
BDI,2003,19.38
CMR,2003,19.49
JPN,2003,19.52
STP,2003,1.99
CYP,2003,2.06
PHL,2003,2.27
HRV,2003,15.13
GRD,2003,2.57
COG,2003,18.41
KWT,2003,2.69
GRC,2003,2.7
LBN,2003,2.86
ZWE,2003,20.23
UGA,2003,20.38
ERI,2003,20.74
MOZ,2003,20.88
LKA,2003,21.2
ZMB,2003,21.51
RWA,2003,18.36
BHS,2003,2.51
MNE,2003,18.34
ETH,2003,16.34
CPV,2003,18.11
KGZ,2003,15.16
TKM,2003,15.31
GNQ,2003,15.31
WSM,2003,15.59
MWI,2003,15.67
BFA,2003,15.78
TCD,2003,15.95
FRA,2003,15.75
GNB,2003,16.28
MDA,2003,17.13
BEL,2003,17.89
SOM,2003,16.64
AGO,2003,17.47
IND,2003,17.25
SLB,2003,17.58
SRB,2003,17.05
GAB,2003,16.6
TJK,2002,4.63
CAF,2002,30.43
UKR,2002,30.55
KIR,2002,34.5
KAZ,2002,38.31
BLR,2002,38.72
GUY,2002,39.77
MEX,2002,4.15
DZA,2002,4.43
TLS,2002,4.64
LSO,2002,42.55
MDV,2002,4.69
MMR,2002,4.78
ALB,2002,4.82
BRA,2002,4.77
DOM,2002,4.9
MLT,2002,4.89
COL,2002,4.88
BWA,2002,42.19
LTU,2002,42.26
AZE,2002,3.88
SAU,2002,3.93
CIV,2002,22.07
TUN,2002,3.88
PRY,2002,3.75
VUT,2002,22.85
HUN,2002,22.79
MNG,2002,22.89
SVN,2002,22.94
EST,2002,25.76
FSM,2002,26.28
NAM,2002,26.29
LVA,2002,27.12
SUR,2002,27.68
ZAF,2002,28.02
PNG,2002,2.98
HND,2002,3.02
ARM,2002,3.1
PER,2002,3.17
JOR,2002,3.2
TUR,2002,3.43
GRD,2002,3.42
IDN,2002,3.64
EGY,2002,3.74
RUS,2002,46.11
PRK,2002,9.84
IRQ,2002,5.18
ARE,2002,7.36
LCA,2002,7.4
GBR,2002,7.48
AFG,2002,7.85
BOL,2002,7.93
BLZ,2002,8.09
YEM,2002,8.21
LAO,2002,8.22
LBR,2002,8.35
ECU,2002,8.36
NLD,2002,8.39
BIH,2002,8.53
MLI,2002,8.65
SYC,2002,8.84
MKD,2002,9.0
NGA,2002,9.21
BHR,2002,9.19
PRT,2002,9.32
NER,2002,9.72
CHL,2002,9.68
QAT,2002,7.37
IRN,2002,7.33
ITA,2002,5.41
CRI,2002,7.25
SDN,2002,5.45
LBY,2002,5.48
MYS,2002,5.77
ISR,2002,5.83
NIC,2002,5.85
SLV,2002,5.92
PAN,2002,5.88
SWZ,2002,51.14
MRT,2002,6.1
BGD,2002,6.1
VEN,2002,6.18
OMN,2002,6.29
ESP,2002,6.31
BTN,2002,6.46
KHM,2002,6.58
VNM,2002,6.98
VCT,2002,7.07
SSD,2002,7.26
GEO,2002,7.34
ZMB,2002,22.32
TON,2002,5.0
ERI,2002,22.07
CHN,2002,12.52
LKA,2002,21.46
IRL,2002,11.53
GMB,2002,11.48
ISL,2002,11.75
DJI,2002,11.96
HTI,2002,12.09
NZL,2002,12.16
ROU,2002,12.32
CZE,2002,12.37
SWE,2002,12.62
HRV,2002,14.9
SVK,2002,12.74
TZA,2002,12.79
CUB,2002,12.91
BGR,2002,12.97
LUX,2002,13.22
GTM,2002,13.67
SEN,2002,13.73
KEN,2002,13.91
COD,2002,14.22
SGP,2002,11.27
PAK,2002,11.26
DNK,2002,11.18
DEU,2002,11.0
BRB,2002,0.29
ATG,2002,1.25
BRN,2002,1.5
SYR,2002,1.9
GIN,2002,10.12
NPL,2002,10.14
COM,2002,10.22
ARG,2002,10.28
MAR,2002,10.38
THA,2002,10.45
AUS,2002,10.38
CAN,2002,10.53
USA,2002,10.63
SLE,2002,10.74
MDG,2002,10.78
NOR,2002,11.01
GHA,2002,10.96
FJI,2002,10.96
MUS,2002,10.97
TTO,2002,14.85
UZB,2002,11.3
BEN,2002,14.86
URY,2002,17.9
TGO,2002,18.08
CPV,2002,18.13
IND,2002,18.16
CMR,2002,19.23
FIN,2002,19.18
COG,2002,19.77
CYP,2002,2.03
PHL,2002,2.11
GRC,2002,2.29
STP,2002,2.4
BHS,2002,2.44
LBN,2002,2.88
KWT,2002,2.9
ZWE,2002,20.34
UGA,2002,20.48
BDI,2002,20.51
RWA,2002,20.73
MOZ,2002,20.83
AUT,2002,15.11
JPN,2002,17.88
JAM,2002,1.95
SRB,2002,17.85
MWI,2002,16.54
MNE,2002,17.81
POL,2002,15.24
FRA,2002,15.59
TCD,2002,15.78
WSM,2002,15.8
GNQ,2002,15.81
BFA,2002,15.91
CHE,2002,15.98
KGZ,2002,16.19
TKM,2002,15.16
MDA,2002,16.59
BEL,2002,17.12
SOM,2002,16.57
SLB,2002,17.21
AGO,2002,17.24
KOR,2002,17.81
ETH,2002,16.93
GAB,2002,16.85
GNB,2002,16.74
TJK,2001,4.83
KIR,2001,35.26
BLR,2001,38.33
KAZ,2001,39.37
GUY,2001,39.86
MEX,2001,4.16
UKR,2001,31.21
DZA,2001,4.58
ALB,2001,4.74
DOM,2001,4.75
LSO,2001,40.41
TLS,2001,4.94
MMR,2001,4.86
BRA,2001,4.88
LTU,2001,42.1
BWA,2001,44.68
SWZ,2001,45.08
RUS,2001,47.09
MDV,2001,5.08
SAU,2001,3.86
CAF,2001,30.74
RWA,2001,22.95
TUR,2001,3.87
TUN,2001,3.89
CIV,2001,22.93
MNG,2001,23.71
HUN,2001,23.76
SVN,2001,24.62
EST,2001,26.14
NAM,2001,26.74
ZAF,2001,26.92
FSM,2001,27.26
SUR,2001,27.55
LVA,2001,27.51
PNG,2001,3.03
HND,2001,2.99
ARM,2001,3.07
PER,2001,3.18
JOR,2001,3.37
PRY,2001,3.48
AZE,2001,3.72
IDN,2001,3.71
EGY,2001,3.75
TON,2001,5.1
PRK,2001,9.93
COL,2001,5.23
LBR,2001,8.35
QAT,2001,7.6
IRN,2001,7.69
AFG,2001,7.89
ARE,2001,7.89
NLD,2001,8.01
BOL,2001,8.05
LCA,2001,8.08
BLZ,2001,8.19
YEM,2001,8.41
BIH,2001,8.35
SDN,2001,5.44
LAO,2001,8.58
MLI,2001,8.68
BHR,2001,8.9
NGA,2001,9.34
SYC,2001,9.61
NER,2001,9.78
GIN,2001,9.78
MUS,2001,9.84
ZMB,2001,22.69
GBR,2001,7.5
SLV,2001,7.42
SSD,2001,7.44
ECU,2001,7.3
LBY,2001,5.4
ITA,2001,5.37
CRI,2001,5.57
MYS,2001,5.83
VCT,2001,5.92
GEO,2001,6.1
ESP,2001,6.09
NIC,2001,6.21
PAN,2001,6.16
MRT,2001,6.25
ISR,2001,6.31
BGD,2001,6.45
MLT,2001,6.49
VEN,2001,6.52
PRT,2001,6.54
OMN,2001,6.65
BTN,2001,6.82
KHM,2001,6.76
VNM,2001,7.09
VUT,2001,22.78
IRQ,2001,5.19
ERI,2001,22.48
PAK,2001,11.2
UZB,2001,11.73
DJI,2001,11.71
MKD,2001,11.87
DNK,2001,12.35
SVK,2001,12.34
HTI,2001,12.36
ISL,2001,12.44
IRL,2001,12.47
SWE,2001,12.76
BGR,2001,13.16
URY,2001,13.23
CZE,2001,13.23
NOR,2001,13.17
CHN,2001,13.34
LUX,2001,13.52
NZL,2001,13.52
CUB,2001,13.72
SEN,2001,13.93
GTM,2001,14.09
GMB,2001,11.33
AUS,2001,11.19
COD,2001,14.37
DEU,2001,11.12
GRD,2001,0.37
BRN,2001,1.29
BRB,2001,1.52
ATG,2001,1.88
SYR,2001,1.91
PHL,2001,1.87
USA,2001,10.33
ARG,2001,10.31
NPL,2001,10.39
CHL,2001,10.38
SLE,2001,10.46
THA,2001,10.45
GHA,2001,10.46
COM,2001,10.63
MDG,2001,10.56
SGP,2001,10.57
MAR,2001,10.75
ROU,2001,10.76
CAN,2001,10.86
TZA,2001,14.21
FJI,2001,11.36
KEN,2001,14.69
JAM,2001,2.01
SRB,2001,17.77
MWI,2001,17.92
CPV,2001,18.03
GAB,2001,18.31
BEL,2001,18.45
IND,2001,18.68
CMR,2001,19.43
ZWE,2001,19.53
CYP,2001,1.98
STP,2001,2.37
MNE,2001,17.69
GRC,2001,2.52
BHS,2001,2.73
KWT,2001,2.73
LBN,2001,2.91
MOZ,2001,20.79
UGA,2001,21.06
FIN,2001,21.19
BDI,2001,21.64
TKM,2001,14.69
MDA,2001,17.68
COG,2001,21.87
TGO,2001,17.74
WSM,2001,16.17
AUT,2001,14.69
KOR,2001,14.78
BEN,2001,14.83
CHE,2001,15.03
HRV,2001,15.33
POL,2001,15.29
FRA,2001,15.37
TCD,2001,15.78
TTO,2001,16.05
LKA,2001,22.38
BFA,2001,16.38
SOM,2001,16.52
SLB,2001,17.05
GNB,2001,17.16
AGO,2001,17.46
ETH,2001,17.51
JPN,2001,17.46
GNQ,2001,17.63
KGZ,2001,16.4
BLR,2000,37.26
BRA,2000,4.47
TUR,2000,4.21
KAZ,2000,39.43
UKR,2000,33.48
GUY,2000,35.75
KIR,2000,35.64
TLS,2000,4.88
DZA,2000,4.68
LTU,2000,45.75
DOM,2000,4.9
SWZ,2000,40.57
LSO,2000,42.6
MEX,2000,3.86
BWA,2000,46.25
RUS,2000,48.89
MMR,2000,5.14
TON,2000,5.13
TJK,2000,5.08
ALB,2000,5.23
CAF,2000,32.5
EGY,2000,3.62
TUN,2000,3.9
IDN,2000,3.79
SUR,2000,24.96
EST,2000,24.98
RWA,2000,25.56
SVN,2000,25.64
ZAF,2000,26.56
HUN,2000,26.62
LKA,2000,27.43
NAM,2000,27.49
FSM,2000,27.98
LVA,2000,29.63
LBN,2000,2.99
LBY,2000,5.3
KWT,2000,3.1
ARM,2000,3.28
PER,2000,3.43
AZE,2000,3.42
JOR,2000,3.5
PRY,2000,3.64
SAU,2000,3.84
HND,2000,3.01
GHA,2000,9.75
IRQ,2000,5.25
BOL,2000,8.37
QAT,2000,7.62
AFG,2000,7.71
GBR,2000,7.74
SSD,2000,7.89
ARE,2000,8.01
IRN,2000,8.04
BIH,2000,8.13
LCA,2000,8.08
NLD,2000,8.09
YEM,2000,8.51
MDV,2000,5.3
LAO,2000,8.65
MKD,2000,8.66
MLI,2000,8.78
LBR,2000,8.79
NGA,2000,9.18
ARG,2000,9.2
NER,2000,9.51
GIN,2000,9.73
ZMB,2000,24.03
VNM,2000,7.17
BHR,2000,7.04
CRI,2000,6.85
BGD,2000,6.87
COL,2000,5.3
PRT,2000,5.45
ITA,2000,5.53
SDN,2000,5.56
PAN,2000,5.9
MLT,2000,6.01
MYS,2000,6.1
NIC,2000,6.28
MRT,2000,6.39
VEN,2000,6.35
VCT,2000,6.45
GEO,2000,6.6
ESP,2000,6.56
OMN,2000,6.71
SLV,2000,6.73
KHM,2000,6.84
ECU,2000,6.84
ISR,2000,6.76
BTN,2000,6.91
COG,2000,24.75
KEN,2000,15.81
CIV,2000,23.99
UZB,2000,12.05
DJI,2000,12.06
SWE,2000,12.21
NZL,2000,12.37
DNK,2000,12.5
SVK,2000,12.63
ISL,2000,12.68
HTI,2000,12.72
NOR,2000,13.02
LUX,2000,13.45
CZE,2000,13.42
GTM,2000,13.48
TKM,2000,13.85
KOR,2000,13.9
BGR,2000,14.05
SEN,2000,14.44
URY,2000,14.5
COD,2000,14.5
BEN,2000,14.72
CHN,2000,14.85
IRL,2000,12.05
AUS,2000,11.85
TZA,2000,15.56
FJI,2000,11.69
BRN,2000,1.72
CYP,2000,1.92
BLZ,2000,10.01
USA,2000,10.02
SLE,2000,10.13
PRK,2000,10.29
CHL,2000,10.52
CAN,2000,10.71
MAR,2000,10.85
MDG,2000,10.75
COM,2000,10.87
NPL,2000,10.87
PAK,2000,11.1
GMB,2000,11.14
DEU,2000,11.16
ROU,2000,11.33
SGP,2000,11.42
MUS,2000,11.47
THA,2000,11.59
POL,2000,15.31
CUB,2000,15.63
MNG,2000,23.63
IND,2000,19.09
GAB,2000,19.36
GNQ,2000,19.35
ATG,2000,2.01
SYR,2000,2.01
JAM,2000,2.05
GRD,2000,2.12
STP,2000,2.24
PHL,2000,2.26
BHS,2000,2.53
BRB,2000,2.6
PNG,2000,2.83
GRC,2000,2.86
ZWE,2000,19.98
MOZ,2000,20.91
UGA,2000,21.65
FIN,2000,21.74
VUT,2000,23.22
ERI,2000,23.41
BDI,2000,23.43
MWI,2000,19.22
CMR,2000,19.12
TCD,2000,15.71
SRB,2000,18.91
AUT,2000,15.82
FRA,2000,15.81
CHE,2000,15.89
TTO,2000,16.19
MDA,2000,16.32
HRV,2000,16.3
WSM,2000,16.26
SOM,2000,16.78
BFA,2000,16.93
TGO,2000,17.28
SLB,2000,17.37
GNB,2000,17.54
AGO,2000,17.56
KGZ,2000,17.6
JPN,2000,18.08
CPV,2000,18.18
BEL,2000,18.3
ETH,2000,18.39
MNE,2000,18.94
SYC,2000,9.76
